id_estoque,ingrediente,quantidade,unidade
3418,Chocolate,93.2,ml
5464,Café,14.37,ml
3808,Leite,35.72,L
6442,Canela,8.24,g
639,Mel,93.46,ml
2770,Açúcar,56.43,kg
4219,Mel,68.82,ml
3232,Farinha,77.77,g
9047,Açúcar,50.85,ml
7877,Leite,27.32,g
21,Canela,32.33,ml
2197,Leite,85.2,L
2633,Leite,30.43,kg
1792,Leite,8.94,kg
9532,Mel,80.47,g
9182,Canela,60.56,g
5243,Café,23.78,L
4573,Leite,73.49,L
8837,Leite,49.21,kg
907,Chocolate,78.95,L
147,Chocolate,52.83,kg
8317,Leite,92.16,ml
6532,Mel,2.25,ml
3005,Mel,50.66,g
5144,Canela,26.21,ml
6161,Açúcar,55.65,g
765,Mel,68.74,L
2990,Chocolate,36.46,L
3198,Café,6.68,g
7168,Mel,8.76,kg
4730,Canela,9.86,L
8133,Café,97.7,L
4354,Mel,75.26,kg
6326,Chocolate,89.53,ml
4309,Mel,1.7,g
7691,Açúcar,20.3,ml
6597,Leite,75.19,kg
7881,Farinha,36.09,kg
8227,Canela,48.18,L
6651,Chocolate,17.29,ml
927,Açúcar,61.05,kg
7438,Canela,66.6,L
9782,Canela,56.68,ml
9458,Mel,55.11,L
2204,Mel,21.25,L
4366,Café,36.46,ml
6664,Leite,19.21,kg
9241,Canela,78.63,g
7039,Mel,60.02,ml
8981,Chocolate,59.65,kg
7353,Farinha,1.27,L
5791,Chocolate,79.27,ml
702,Mel,43.9,ml
1219,Canela,59.9,ml
3150,Farinha,63.8,ml
3352,Mel,17.42,L
434,Chocolate,54.3,g
3781,Açúcar,49.18,L
4131,Chocolate,19.77,ml
8496,Açúcar,94.28,ml
7658,Farinha,15.62,L
3116,Café,73.08,g
7639,Açúcar,85.1,kg
641,Mel,13.05,L
6793,Mel,7.06,kg
9981,Leite,19.92,ml
2200,Mel,4.02,g
3421,Farinha,93.84,ml
5411,Mel,40.53,kg
9253,Mel,15.29,L
888,Café,88.42,ml
2010,Farinha,54.77,L
2149,Canela,6.52,L
9315,Mel,60.5,g
2157,Farinha,81.26,ml
1214,Mel,3.14,g
9279,Leite,15.45,kg
4375,Açúcar,11.55,L
3398,Leite,36.82,L
7064,Chocolate,51.74,L
4533,Chocolate,65.21,kg
551,Farinha,17.1,g
32,Chocolate,46.55,kg
38,Mel,99.02,ml
5335,Chocolate,61.06,ml
6589,Açúcar,24.37,g
3196,Canela,23.61,g
3641,Canela,70.8,ml
1709,Açúcar,87.3,kg
4228,Canela,43.42,g
7953,Canela,69.26,g
8010,Mel,36.81,L
2824,Leite,15.46,ml
5301,Canela,10.49,g
5715,Chocolate,53.4,L
7716,Açúcar,59.54,g
5091,Chocolate,53.39,L
3114,Leite,80.03,g
9474,Leite,72.66,g
3112,Chocolate,67.71,kg
5337,Farinha,3.16,g
5771,Mel,41.83,L
1308,Farinha,25.13,L
4272,Café,17.86,L
513,Farinha,24.31,L
758,Café,81.61,ml
2103,Chocolate,96.45,ml
2941,Farinha,73.22,g
1075,Açúcar,53.76,ml
8507,Leite,36.37,kg
2002,Farinha,29.13,kg
2681,Café,27.79,ml
3409,Canela,72.42,g
3558,Café,9.22,kg
30,Mel,80.11,ml
256,Canela,73.48,kg
6115,Café,24.65,g
8112,Leite,33.23,L
4931,Café,52.77,L
1184,Mel,61.39,kg
9243,Leite,91.67,L
9903,Açúcar,59.19,g
8398,Café,84.88,kg
4630,Farinha,31.17,L
5093,Mel,76.72,g
752,Mel,37.83,L
1789,Café,92.95,L
7357,Açúcar,85.48,g
7084,Mel,43.64,kg
414,Chocolate,1.29,g
7285,Canela,8.71,L
3420,Mel,15.44,ml
5527,Leite,64.43,ml
8011,Mel,94.43,L
849,Café,13.77,ml
9969,Mel,33.75,L
544,Mel,66.97,g
746,Café,14.07,kg
4914,Açúcar,15.29,kg
980,Café,58.45,g
9936,Leite,7.62,ml
2885,Açúcar,4.97,ml
692,Café,61.47,kg
9488,Leite,83.5,g
1759,Mel,6.36,L
902,Farinha,46.43,L
7794,Chocolate,74.26,g
889,Farinha,98.1,kg
4514,Farinha,53.87,ml
9090,Mel,85.84,kg
8327,Mel,81.72,ml
3347,Farinha,44.97,ml
9665,Chocolate,94.18,ml
8408,Açúcar,80.52,g
4804,Mel,77.61,kg
647,Mel,9.99,L
8923,Café,87.02,L
690,Farinha,73.78,L
3440,Chocolate,68.15,g
1681,Canela,46.42,L
3493,Açúcar,58.6,ml
5162,Chocolate,65.74,g
2594,Café,84.24,ml
666,Chocolate,38.1,L
3611,Canela,33.34,kg
2191,Canela,17.37,ml
6124,Café,52.89,L
2786,Açúcar,19.18,ml
7139,Leite,6.92,kg
3525,Mel,98.92,ml
9101,Farinha,64.62,L
1478,Açúcar,77.58,kg
2367,Chocolate,41.61,ml
7575,Chocolate,49.81,g
5578,Leite,24.1,g
262,Café,24.92,g
6296,Café,1.45,kg
4138,Açúcar,19.19,ml
698,Mel,73.01,ml
1466,Canela,96.33,L
8426,Farinha,8.35,L
5285,Farinha,62.01,kg
3473,Café,66.35,kg
3229,Canela,45.35,kg
7812,Açúcar,79.86,kg
6639,Mel,4.78,g
6445,Canela,61.07,L
399,Canela,83.07,L
7199,Canela,57.61,L
6721,Farinha,17.88,L
6058,Leite,75.05,g
6482,Canela,89.04,ml
4326,Café,89.24,kg
2587,Mel,19.35,g
7775,Café,40.47,ml
7423,Chocolate,51.05,L
9452,Leite,95.21,g
3672,Canela,23.67,L
5863,Açúcar,79.24,L
8872,Chocolate,59.36,g
5953,Leite,86.99,L
9273,Açúcar,97.41,ml
5961,Chocolate,20.65,L
7889,Açúcar,91.75,kg
5058,Mel,89.58,L
7947,Canela,61.19,g
8437,Café,81.71,g
2626,Mel,46.88,L
1939,Mel,32.42,g
1339,Mel,42.93,g
3469,Café,97.52,kg
4770,Leite,69.51,g
1395,Chocolate,60.91,g
1910,Chocolate,83.33,kg
9572,Café,21.71,L
1956,Leite,27.57,kg
7289,Leite,75.9,kg
7188,Farinha,64.5,g
9609,Café,76.15,kg
194,Açúcar,94.23,kg
1435,Açúcar,81.76,ml
9972,Café,27.63,L
7476,Chocolate,28.69,ml
719,Chocolate,54.64,L
8802,Farinha,81.44,kg
6811,Açúcar,9.16,ml
1132,Canela,7.86,ml
6802,Leite,34.55,kg
7980,Café,36.13,g
2582,Mel,24.19,L
3309,Leite,29.01,g
8459,Café,6.34,kg
1979,Mel,41.93,kg
3851,Canela,74.51,g
5137,Canela,84.04,kg
1019,Canela,56.07,ml
7923,Açúcar,41.69,ml
8970,Chocolate,45.55,g
4956,Açúcar,39.06,ml
7235,Mel,27.55,ml
7817,Canela,3.76,g
8873,Farinha,91.6,ml
168,Açúcar,87.92,ml
3326,Café,48.56,L
9879,Chocolate,49.61,kg
4236,Leite,58.69,kg
4592,Farinha,48.44,ml
362,Mel,53.32,g
6499,Café,56.15,kg
5159,Açúcar,1.74,L
585,Café,64.38,ml
820,Café,48.77,ml
8925,Canela,24.96,ml
6488,Farinha,85.6,L
4801,Canela,37.07,kg
4486,Mel,1.58,kg
4691,Café,75.19,kg
2317,Açúcar,75.07,ml
8538,Chocolate,57.61,kg
8958,Chocolate,25.23,L
9143,Canela,66.83,g
6856,Farinha,25.38,kg
8053,Farinha,21.56,g
5995,Leite,57.49,L
7608,Canela,56.39,L
505,Café,90.85,L
2528,Café,80.03,ml
4059,Café,18.43,g
1258,Café,75.34,ml
9410,Leite,45.1,kg
4876,Mel,67.53,g
5328,Mel,88.09,ml
5875,Farinha,86.34,kg
985,Chocolate,50.37,g
8026,Mel,74.53,g
4576,Chocolate,65.3,ml
6756,Farinha,29.61,L
5107,Açúcar,26.97,L
3355,Farinha,6.23,kg
9189,Leite,37.52,ml
4177,Leite,11.31,ml
2061,Açúcar,80.57,ml
7335,Açúcar,46.38,g
5950,Canela,79.07,g
810,Canela,30.67,ml
5387,Café,99.64,kg
986,Açúcar,3.77,L
4900,Açúcar,56.2,g
5298,Canela,55.6,kg
3937,Café,59.28,L
2025,Açúcar,56.62,g
8479,Farinha,55.02,ml
1782,Mel,92.32,L
5176,Chocolate,30.36,L
4774,Chocolate,68.01,ml
5529,Chocolate,31.98,kg
7124,Canela,15.82,g
5768,Chocolate,91.56,ml
4362,Café,22.62,kg
7849,Café,55.54,ml
6188,Açúcar,54.92,g
1046,Canela,22.23,ml
925,Canela,87.1,ml
4229,Chocolate,93.73,L
9786,Chocolate,96.76,L
5499,Açúcar,85.0,kg
2903,Chocolate,44.46,ml
882,Café,44.96,kg
4388,Chocolate,47.18,ml
620,Farinha,36.51,L
1523,Mel,6.07,ml
9327,Canela,29.24,kg
1868,Chocolate,51.54,kg
9579,Leite,48.38,kg
3375,Leite,25.86,L
9139,Mel,59.03,kg
9522,Açúcar,63.9,L
6466,Farinha,9.01,kg
8743,Açúcar,94.41,L
7939,Chocolate,16.39,g
8624,Café,8.96,g
9840,Café,63.19,L
2518,Chocolate,47.91,L
8362,Canela,89.63,g
1879,Leite,51.44,L
6635,Açúcar,83.42,kg
5569,Canela,32.22,ml
7347,Café,20.74,g
3977,Farinha,63.74,kg
8305,Mel,27.5,L
6303,Café,44.37,kg
6759,Leite,59.9,g
5781,Café,52.43,kg
4998,Café,21.4,ml
9920,Café,8.74,kg
4794,Canela,49.83,L
2302,Farinha,70.49,kg
8978,Farinha,62.77,L
1974,Mel,43.92,g
6438,Canela,21.81,L
855,Mel,11.55,g
4913,Mel,52.42,g
9385,Farinha,87.45,L
8359,Chocolate,63.01,ml
8922,Mel,9.46,ml
5437,Farinha,51.13,L
3324,Café,54.76,ml
1526,Farinha,78.4,ml
477,Leite,79.04,g
8501,Chocolate,34.51,g
4295,Farinha,27.19,kg
7835,Café,64.14,kg
8137,Farinha,27.82,kg
2322,Café,30.93,kg
2066,Café,47.75,L
7011,Açúcar,75.49,L
8879,Chocolate,62.94,L
1166,Chocolate,31.41,kg
2359,Mel,37.38,ml
5917,Açúcar,59.11,L
2439,Café,63.28,kg
1211,Leite,19.77,kg
5595,Açúcar,60.98,kg
5686,Açúcar,5.48,g
3642,Chocolate,79.32,ml
994,Café,16.45,g
5605,Chocolate,41.53,kg
8055,Chocolate,64.38,g
9216,Açúcar,23.83,kg
6233,Mel,69.95,kg
1254,Café,37.11,kg
8620,Canela,50.11,g
5456,Leite,55.5,L
8162,Café,76.44,g
1246,Mel,6.59,g
5650,Canela,49.09,g
6241,Açúcar,9.42,kg
3269,Chocolate,3.16,ml
1690,Farinha,49.11,kg
8018,Açúcar,13.22,L
183,Leite,96.49,L
8263,Chocolate,67.87,L
3818,Mel,21.45,ml
128,Leite,17.75,kg
314,Chocolate,37.44,L
5009,Chocolate,58.55,g
102,Leite,53.58,g
8302,Farinha,90.75,kg
4834,Açúcar,1.58,ml
6564,Canela,49.6,ml
5546,Café,58.42,L
263,Açúcar,42.86,ml
4631,Café,86.03,L
6805,Café,77.58,L
3519,Açúcar,75.78,ml
1739,Açúcar,20.57,kg
6745,Açúcar,93.83,L
9584,Café,53.79,L
8961,Farinha,41.88,kg
6164,Açúcar,39.17,L
6046,Café,76.34,ml
8369,Mel,57.49,L
2008,Canela,3.65,ml
2774,Leite,28.03,g
3634,Mel,89.56,L
6935,Açúcar,90.73,kg
7725,Chocolate,33.98,L
5371,Leite,43.43,g
2125,Canela,91.93,L
8830,Leite,49.81,ml
7816,Canela,19.1,kg
2451,Chocolate,34.43,ml
9712,Farinha,97.91,L
9769,Leite,65.58,ml
558,Farinha,69.9,kg
9686,Açúcar,36.48,kg
8511,Chocolate,90.99,kg
4424,Chocolate,52.74,g
9921,Canela,34.15,kg
777,Farinha,9.54,L
3484,Mel,11.17,g
8132,Leite,74.62,L
5749,Chocolate,58.56,L
131,Chocolate,53.88,L
1228,Farinha,43.59,L
7489,Mel,66.55,g
9007,Canela,71.02,L
3111,Mel,85.25,ml
6686,Mel,9.71,L
8220,Mel,2.83,kg
524,Mel,68.24,g
5710,Chocolate,39.84,g
8003,Leite,32.24,g
1007,Mel,61.65,g
426,Mel,78.53,g
9520,Chocolate,6.8,ml
3462,Canela,53.23,L
2775,Açúcar,24.78,ml
7882,Farinha,65.2,g
4232,Chocolate,91.45,L
5977,Mel,30.07,g
7189,Canela,47.53,ml
6255,Café,62.0,g
5980,Farinha,57.71,L
3586,Leite,55.34,ml
9580,Canela,17.03,ml
5666,Mel,10.35,ml
5431,Mel,78.56,kg
3129,Açúcar,77.12,g
2240,Açúcar,8.8,L
2414,Mel,81.18,L
2703,Canela,2.15,L
5729,Açúcar,52.32,ml
7865,Café,37.89,ml
7642,Canela,67.04,g
8071,Leite,95.08,kg
8178,Açúcar,24.09,ml
4398,Chocolate,9.26,g
499,Chocolate,12.9,L
3731,Açúcar,15.74,ml
2266,Leite,79.11,L
9134,Farinha,84.87,kg
7467,Mel,96.18,ml
5544,Mel,97.16,ml
8846,Leite,2.71,L
1522,Café,76.86,L
8889,Farinha,14.1,kg
6625,Açúcar,84.46,L
9937,Mel,68.78,g
5281,Mel,59.58,ml
7647,Chocolate,81.23,kg
771,Café,89.17,g
8888,Farinha,68.65,ml
2897,Canela,11.24,ml
8387,Mel,61.12,g
4483,Café,9.33,ml
8878,Café,28.09,ml
4277,Leite,53.71,L
3073,Chocolate,26.53,L
2717,Farinha,76.29,g
7896,Açúcar,99.78,ml
8864,Farinha,95.4,kg
1823,Canela,70.25,kg
386,Mel,89.23,ml
3394,Mel,86.83,L
9804,Café,33.24,ml
4982,Farinha,76.77,g
1986,Canela,30.48,ml
6132,Farinha,97.14,L
7033,Canela,33.74,L
9188,Açúcar,15.89,L
6795,Farinha,9.27,ml
9945,Leite,81.41,ml
562,Açúcar,35.55,kg
4806,Farinha,29.87,ml
5302,Açúcar,19.44,kg
1905,Farinha,85.9,ml
8184,Farinha,24.36,ml
5277,Chocolate,6.94,ml
9246,Café,16.31,ml
4766,Canela,53.06,g
7148,Canela,20.63,kg
5495,Açúcar,93.05,g
6571,Canela,91.74,kg
568,Açúcar,95.97,kg
6719,Chocolate,32.29,kg
7311,Mel,12.81,L
3838,Mel,37.9,L
8820,Café,10.62,g
3789,Mel,77.08,ml
383,Leite,73.18,kg
4554,Canela,48.85,kg
1201,Leite,37.63,kg
5418,Leite,11.26,kg
6650,Canela,70.72,ml
3563,Café,29.18,ml
3556,Canela,92.47,L
9525,Açúcar,41.83,ml
2152,Chocolate,36.31,g
6936,Café,6.63,ml
2578,Leite,19.17,g
5210,Açúcar,20.31,ml
7589,Chocolate,55.41,kg
4322,Mel,11.08,L
6040,Chocolate,67.67,g
2129,Mel,31.43,L
3853,Mel,45.71,kg
4675,Chocolate,32.69,kg
9045,Açúcar,21.04,g
887,Mel,81.99,ml
4837,Chocolate,31.5,L
9918,Mel,54.62,L
7868,Café,93.4,kg
5809,Mel,20.45,L
2965,Leite,17.17,ml
2917,Canela,90.69,g
686,Chocolate,33.16,kg
4435,Chocolate,98.36,kg
71,Café,54.83,kg
99,Café,64.4,kg
8434,Farinha,89.33,kg
5890,Farinha,71.15,ml
9221,Café,1.29,g
4371,Canela,92.57,L
4905,Chocolate,44.79,ml
6272,Mel,28.79,ml
7558,Café,55.76,L
2256,Chocolate,76.99,kg
3759,Leite,27.29,L
236,Mel,96.77,L
4191,Farinha,55.49,kg
3899,Café,70.03,g
8446,Chocolate,15.67,kg
7169,Chocolate,94.34,L
9342,Açúcar,55.06,kg
4054,Farinha,98.68,L
2120,Café,81.25,g
9487,Chocolate,76.24,g
6062,Chocolate,50.78,L
1539,Farinha,67.19,g
2234,Farinha,38.98,L
4438,Mel,62.83,kg
4797,Canela,62.76,ml
9741,Leite,36.6,kg
9923,Açúcar,34.08,L
7530,Canela,92.22,L
6291,Açúcar,39.26,kg
718,Chocolate,37.38,L
3870,Mel,35.95,kg
1391,Açúcar,98.9,ml
2918,Leite,93.71,kg
5322,Farinha,27.48,kg
8404,Mel,81.52,L
2624,Farinha,24.19,g
863,Chocolate,7.24,L
6454,Farinha,28.91,kg
5680,Chocolate,43.9,L
7911,Açúcar,66.72,L
2843,Açúcar,4.4,ml
4534,Mel,18.69,L
2847,Canela,97.81,ml
7305,Canela,96.82,L
3222,Farinha,75.61,L
1743,Mel,1.49,ml
3644,Café,89.09,L
6953,Chocolate,71.08,g
3580,Leite,97.68,g
4284,Mel,69.65,kg
1719,Mel,40.89,ml
2436,Mel,70.18,g
4025,Mel,39.7,kg
5513,Café,48.37,ml
9223,Canela,73.39,ml
4997,Café,35.4,kg
3649,Chocolate,36.08,L
9631,Café,66.4,L
8439,Leite,97.48,L
841,Chocolate,36.37,kg
4429,Canela,88.31,g
4742,Chocolate,97.29,kg
559,Açúcar,6.22,g
9847,Canela,67.84,ml
2946,Canela,12.54,g
213,Farinha,95.75,kg
9713,Chocolate,21.57,kg
8043,Leite,90.86,ml
1864,Chocolate,79.38,kg
5014,Leite,82.28,L
6904,Farinha,12.04,kg
2912,Leite,72.06,kg
8191,Açúcar,29.63,L
7902,Chocolate,65.71,kg
1990,Leite,26.29,ml
1388,Café,19.64,ml
8870,Chocolate,10.02,ml
8664,Chocolate,34.15,g
3581,Chocolate,6.47,g
2663,Canela,90.87,kg
6333,Açúcar,15.49,L
9715,Farinha,13.03,ml
7452,Café,33.87,g
3952,Açúcar,43.67,kg
6096,Mel,96.48,ml
6028,Leite,78.15,g
9079,Leite,31.57,L
8948,Leite,31.9,g
5143,Farinha,2.54,kg
1631,Café,75.28,ml
2110,Mel,9.98,L
7205,Chocolate,54.57,L
6109,Mel,52.6,kg
1574,Farinha,91.85,ml
2421,Café,83.83,L
9770,Farinha,59.23,kg
7380,Canela,6.73,L
5505,Leite,29.87,g
6948,Canela,91.45,ml
819,Chocolate,67.81,g
6208,Chocolate,96.47,ml
3091,Chocolate,11.31,L
4839,Canela,82.22,kg
5026,Canela,25.05,g
4893,Canela,62.74,g
9115,Chocolate,70.47,kg
6183,Chocolate,91.09,kg
4399,Farinha,85.88,L
904,Canela,92.0,g
1089,Café,71.26,kg
4193,Chocolate,44.36,ml
3331,Chocolate,81.56,g
2660,Leite,29.86,g
4879,Mel,88.11,ml
4957,Açúcar,7.67,L
8486,Canela,38.14,g
9070,Canela,9.43,kg
6829,Canela,92.94,g
8175,Leite,5.79,L
1926,Canela,51.35,L
4517,Chocolate,35.4,ml
4926,Café,83.14,g
4535,Mel,25.18,L
3919,Açúcar,5.52,L
2363,Canela,98.31,g
8776,Farinha,36.94,ml
2596,Chocolate,83.37,g
9517,Mel,85.34,kg
9233,Chocolate,51.31,ml
6872,Mel,38.81,kg
2297,Café,28.53,ml
7762,Açúcar,26.1,kg
525,Café,47.74,ml
3875,Chocolate,93.32,g
1297,Chocolate,86.58,L
2662,Leite,11.22,kg
6657,Mel,10.66,ml
9360,Leite,52.63,kg
5279,Canela,97.01,ml
6146,Canela,1.97,L
4493,Leite,38.72,kg
9661,Canela,24.08,ml
7277,Açúcar,84.46,kg
3380,Café,22.9,g
8073,Café,98.5,kg
9369,Canela,84.05,L
7327,Leite,27.05,ml
1785,Chocolate,59.92,kg
396,Açúcar,25.5,g
5049,Café,47.38,kg
8309,Leite,38.02,L
5806,Chocolate,70.36,L
9567,Canela,20.86,L
184,Chocolate,59.98,L
7449,Mel,10.18,kg
8033,Mel,50.23,ml
5515,Canela,79.02,kg
3940,Açúcar,40.96,kg
7705,Farinha,50.53,g
7481,Farinha,86.04,L
296,Canela,28.48,ml
2852,Canela,1.08,g
6747,Café,44.05,g
9355,Farinha,90.04,kg
7602,Café,34.18,ml
9775,Farinha,69.22,L
8528,Mel,22.08,L
6237,Canela,1.64,g
2902,Canela,12.18,L
3387,Canela,39.15,L
3235,Açúcar,36.37,ml
3446,Açúcar,63.81,g
3275,Leite,41.67,ml
3852,Mel,86.4,kg
7554,Açúcar,2.73,ml
2323,Mel,37.52,L
4892,Farinha,17.6,g
4060,Café,80.21,g
5935,Canela,99.42,ml
9573,Café,53.56,ml
6899,Leite,87.85,g
2221,Açúcar,67.66,g
5743,Café,94.19,kg
7042,Açúcar,40.15,kg
5755,Leite,72.54,g
8703,Canela,31.45,ml
547,Mel,8.0,g
8103,Canela,9.32,L
5064,Açúcar,28.6,kg
7097,Café,6.98,L
3489,Açúcar,35.02,kg
2973,Açúcar,86.66,kg
4117,Mel,5.65,g
5457,Açúcar,87.63,kg
896,Leite,77.77,ml
3051,Açúcar,56.43,g
3474,Café,80.37,ml
5293,Canela,59.72,ml
7026,Chocolate,13.66,L
7390,Leite,3.6,g
3588,Mel,27.41,kg
1101,Chocolate,41.48,L
8751,Farinha,90.87,kg
1096,Leite,72.98,kg
8770,Canela,17.34,L
498,Leite,48.84,L
7471,Mel,8.68,L
2232,Mel,4.53,g
1302,Chocolate,60.7,L
3667,Chocolate,14.83,L
6777,Leite,13.31,kg
5480,Farinha,90.6,g
7306,Leite,36.24,g
4665,Café,99.39,kg
1804,Açúcar,2.8,L
8866,Farinha,58.59,g
2452,Mel,85.07,kg
9799,Canela,2.18,kg
9498,Chocolate,87.86,ml
3044,Canela,45.94,L
6464,Farinha,58.73,L
4393,Café,97.02,L
4088,Canela,53.76,g
1483,Café,42.91,ml
2986,Canela,40.18,kg
4881,Canela,84.94,ml
217,Chocolate,97.29,kg
5990,Farinha,10.75,ml
1858,Chocolate,73.76,L
4168,Canela,77.15,L
8825,Mel,27.81,L
4921,Açúcar,1.17,L
4992,Açúcar,46.51,g
292,Chocolate,62.5,ml
5311,Canela,56.07,ml
1496,Café,76.27,g
2027,Leite,83.05,L
1501,Mel,5.93,L
1289,Leite,60.56,kg
5733,Leite,98.91,L
8260,Açúcar,25.26,g
7441,Chocolate,62.59,kg
3708,Café,37.69,kg
1891,Chocolate,14.54,L
4185,Mel,41.37,ml
711,Chocolate,23.24,L
8478,Mel,74.26,L
5674,Leite,57.31,ml
1948,Café,12.3,g
899,Café,70.75,g
9722,Café,94.11,g
3481,Canela,95.52,kg
7386,Mel,20.43,L
2748,Canela,73.55,ml
5577,Chocolate,38.24,g
2851,Café,40.5,g
8858,Farinha,34.87,ml
3677,Chocolate,98.23,ml
7239,Mel,40.26,kg
9915,Leite,88.93,kg
6502,Mel,37.79,L
5951,Farinha,30.17,L
6335,Leite,76.83,L
5415,Mel,36.39,ml
3573,Mel,41.46,kg
9168,Leite,37.47,g
6562,Açúcar,47.67,ml
7934,Leite,11.88,ml
1299,Chocolate,63.65,kg
3194,Farinha,30.49,g
7831,Canela,57.7,L
3689,Canela,79.97,ml
9891,Canela,11.78,ml
6462,Mel,86.53,ml
5096,Mel,11.78,ml
5288,Café,17.64,kg
4751,Chocolate,34.98,L
952,Mel,70.12,kg
4962,Açúcar,62.26,g
6762,Leite,99.35,L
3524,Açúcar,30.8,ml
8919,Leite,69.18,L
9555,Canela,27.41,L
1770,Farinha,20.35,kg
5765,Canela,93.18,g
4303,Açúcar,16.57,ml
4603,Café,69.3,g
8436,Açúcar,49.77,ml
7926,Açúcar,86.97,ml
2742,Açúcar,73.2,L
9874,Açúcar,27.6,L
8009,Canela,29.85,g
7147,Mel,93.97,L
6520,Canela,54.82,kg
4930,Café,75.26,g
8118,Mel,75.02,ml
3262,Mel,50.67,L
9746,Chocolate,84.38,L
8319,Mel,30.01,kg
3219,Canela,40.19,kg
7518,Café,25.34,L
20,Açúcar,74.27,ml
2496,Leite,2.37,ml
519,Açúcar,79.6,L
9365,Leite,64.99,ml
4016,Leite,24.8,g
3758,Canela,75.38,g
3174,Chocolate,79.99,L
6408,Café,51.88,ml
1365,Canela,77.37,g
4403,Chocolate,20.09,ml
4713,Café,70.67,g
9867,Leite,60.37,kg
1114,Mel,69.65,ml
8900,Farinha,12.75,ml
7988,Leite,23.1,kg
6365,Chocolate,48.94,kg
6285,Açúcar,53.0,g
8544,Café,8.62,kg
8452,Chocolate,9.87,kg
158,Chocolate,38.31,ml
8057,Mel,86.6,g
4937,Leite,26.63,L
4153,Leite,41.5,g
6434,Açúcar,30.55,L
9150,Chocolate,33.25,kg
6967,Leite,12.16,g
8015,Leite,2.86,L
2218,Açúcar,11.03,g
9106,Mel,64.78,kg
6443,Café,9.05,kg
9570,Chocolate,86.55,ml
2350,Mel,17.84,g
1453,Farinha,34.21,ml
1703,Mel,7.7,g
8683,Farinha,2.48,g
1179,Canela,81.66,kg
2415,Açúcar,55.99,L
6248,Canela,1.81,kg
1840,Café,7.24,ml
6845,Farinha,68.76,g
3057,Farinha,9.05,g
8865,Mel,76.39,kg
5265,Leite,94.05,L
4253,Mel,7.63,L
6789,Farinha,91.08,ml
1531,Mel,45.19,L
4188,Canela,53.22,L
2617,Canela,53.94,ml
7218,Farinha,82.99,ml
8498,Chocolate,2.67,ml
7110,Farinha,64.24,ml
3984,Café,65.21,ml
3025,Farinha,48.32,g
9493,Café,39.15,L
2208,Chocolate,1.45,kg
556,Açúcar,58.57,g
9393,Café,59.12,kg
7561,Açúcar,29.59,g
1767,Açúcar,92.39,g
1908,Canela,84.03,g
9704,Café,74.63,ml
6245,Leite,53.67,g
9922,Café,12.02,L
2096,Açúcar,32.65,g
1257,Canela,76.86,kg
7500,Leite,10.52,kg
9049,Chocolate,67.73,g
1907,Farinha,30.25,L
9670,Farinha,52.49,g
897,Café,2.07,g
7713,Farinha,60.52,kg
2475,Café,9.92,L
3865,Canela,71.37,kg
3659,Chocolate,68.31,g
8251,Leite,86.56,g
6394,Café,75.84,L
5598,Mel,85.95,L
8235,Canela,99.69,kg
2041,Café,82.92,kg
604,Farinha,93.91,L
1351,Canela,7.62,ml
1532,Leite,79.44,kg
3737,Açúcar,86.7,ml
6763,Farinha,48.35,g
7225,Leite,61.65,g
727,Café,57.66,g
8119,Canela,69.42,L
3076,Chocolate,66.87,ml
2365,Mel,27.73,kg
5528,Mel,1.56,ml
3156,Açúcar,73.15,L
2820,Canela,8.7,kg
1913,Leite,12.2,L
7244,Mel,60.1,ml
474,Açúcar,34.43,L
6932,Leite,41.3,kg
3956,Açúcar,8.47,g
7021,Mel,53.17,ml
1922,Açúcar,45.04,g
731,Mel,15.22,g
554,Chocolate,6.39,g
5936,Mel,37.48,g
1317,Café,38.68,L
9632,Café,48.09,kg
3351,Chocolate,33.97,L
5861,Café,20.09,g
269,Farinha,25.8,L
9968,Mel,85.39,L
2434,Açúcar,8.87,g
3306,Chocolate,77.21,g
7598,Açúcar,63.0,kg
9214,Chocolate,52.92,ml
2734,Canela,77.18,ml
7653,Mel,76.55,ml
2763,Açúcar,95.92,L
1511,Leite,48.98,L
6851,Canela,73.33,ml
4759,Chocolate,19.27,ml
8215,Mel,5.34,g
3500,Açúcar,35.4,g
8855,Canela,38.87,L
1780,Farinha,34.3,kg
7364,Chocolate,58.08,g
8869,Leite,43.05,L
594,Chocolate,29.61,g
2982,Canela,78.67,L
4518,Leite,77.98,g
4707,Mel,8.92,L
7975,Canela,29.57,kg
3456,Mel,48.75,kg
151,Leite,29.93,g
8784,Mel,85.07,ml
8597,Café,39.66,ml
65,Chocolate,95.25,ml
468,Mel,40.3,ml
7474,Café,45.0,L
9564,Canela,29.58,ml
2092,Café,23.84,kg
5099,Açúcar,9.19,ml
9940,Farinha,87.21,L
891,Leite,32.67,ml
4287,Mel,41.28,g
3926,Farinha,67.52,g
5315,Leite,96.34,L
9117,Mel,25.9,g
3151,Leite,43.38,kg
1079,Açúcar,27.75,L
4508,Chocolate,25.93,kg
2581,Leite,58.8,kg
2652,Canela,33.91,kg
6199,Açúcar,57.17,kg
5483,Chocolate,59.64,kg
6068,Mel,12.38,g
4337,Farinha,95.85,kg
5467,Canela,2.05,L
5310,Canela,85.74,kg
1758,Canela,75.1,ml
5255,Café,18.25,L
4149,Farinha,38.38,ml
2377,Mel,6.97,L
1729,Café,1.71,kg
3746,Canela,15.03,ml
9477,Açúcar,58.31,L
