id_item_cardapio,id_estoque,quantidade,unidade
41,2100,14,kg
36,1726,5,L
60,9876,9,g
76,289,20,ml
63,234,6,kg
91,4964,4,kg
69,8579,11,L
96,8643,18,L
26,1652,9,ml
49,9196,13,ml
82,6692,9,L
41,9195,8,g
39,2671,17,kg
77,9110,7,g
99,217,6,ml
5,580,2,ml
17,8979,17,kg
68,7755,18,L
15,3049,16,ml
74,9513,4,g
15,548,14,kg
6,3191,8,ml
62,6828,18,g
94,8312,19,g
50,2162,6,ml
29,8833,3,g
33,4345,14,kg
93,2170,20,ml
19,9430,1,g
100,9687,7,ml
58,7597,3,kg
69,1279,4,g
5,7922,20,kg
83,7462,2,kg
27,6223,4,g
18,3256,16,kg
82,7977,9,L
90,6267,6,kg
15,5898,4,g
23,5849,13,kg
52,4200,17,kg
64,597,13,g
71,308,10,g
23,6594,10,kg
71,1212,15,g
17,5513,9,kg
45,3694,16,ml
99,4401,13,kg
89,5615,18,L
6,4335,7,g
77,8836,13,g
18,9239,14,kg
91,4169,14,g
88,3441,15,g
67,1403,3,kg
10,7058,10,g
57,4668,6,g
63,4267,17,L
20,765,15,L
38,8072,7,kg
39,3748,17,L
45,5335,9,kg
42,409,10,L
15,4655,17,g
42,6528,19,L
3,9628,20,kg
18,240,11,g
11,8247,5,L
20,8709,9,ml
65,486,16,ml
26,7137,13,kg
17,9282,6,kg
56,777,11,g
20,5641,3,kg
72,5802,18,L
87,876,2,ml
75,4990,16,L
7,8339,11,g
33,4779,4,kg
72,255,11,g
40,6843,18,g
31,9341,3,ml
77,975,13,kg
47,6937,2,L
86,4889,5,L
6,4317,9,kg
12,4249,2,ml
11,8036,20,L
81,8450,11,ml
92,8857,5,kg
21,4447,9,kg
52,6852,6,ml
12,1425,1,ml
53,3818,7,L
64,2600,6,kg
77,7044,14,kg
15,2892,13,kg
5,3511,9,kg
72,2419,12,kg
23,3297,3,g
60,2902,12,g
23,9409,4,L
32,5314,2,kg
32,8974,11,L
28,4189,11,L
7,1887,9,ml
80,7238,15,g
58,5286,3,g
89,9138,18,g
6,5752,9,g
51,2332,14,kg
63,3038,15,ml
78,6390,18,L
18,5199,1,g
12,187,14,kg
78,8765,11,kg
87,5214,17,ml
69,2457,15,L
36,8107,7,kg
50,8711,12,ml
44,8309,6,g
80,6370,7,ml
89,7672,4,kg
100,1893,13,ml
8,8615,16,kg
13,3451,2,ml
100,7999,4,g
70,6851,1,g
80,9125,6,g
36,3340,3,ml
61,7835,9,ml
47,4530,7,kg
41,7717,7,L
35,767,12,g
11,2858,9,ml
56,5913,13,g
68,6539,9,L
40,4414,19,ml
84,8679,15,ml
98,8920,15,g
15,341,17,kg
88,7360,7,ml
31,1985,17,L
39,8978,12,g
37,3172,10,g
23,2846,20,L
63,5730,4,kg
73,2361,1,ml
11,5489,18,ml
87,1327,15,ml
92,4759,10,g
74,9938,11,kg
59,7133,9,ml
47,3111,6,g
87,237,9,L
55,285,6,kg
79,712,9,g
94,6300,14,L
34,6835,18,ml
68,6350,6,L
54,2792,13,ml
7,3552,20,ml
93,9160,9,kg
16,220,17,g
53,5657,7,g
93,7632,6,L
7,917,18,L
52,2364,17,kg
30,6861,5,kg
86,2183,7,kg
47,6456,8,kg
60,4718,6,kg
1,8339,13,L
100,6392,6,g
89,1825,4,g
80,7190,6,L
61,4286,8,ml
39,1333,13,kg
18,1935,1,kg
13,9114,14,kg
24,8488,5,L
65,1095,9,g
66,854,11,g
33,9752,9,kg
5,4063,8,ml
6,1313,15,ml
72,1153,11,kg
14,6169,11,g
96,4120,7,g
79,5992,6,ml
30,2224,15,ml
49,592,4,kg
25,2682,5,kg
63,9896,19,L
13,1548,12,L
11,7354,2,kg
10,1450,13,kg
8,4258,2,kg
83,3825,1,ml
18,1864,15,ml
41,6433,11,L
55,2031,13,kg
73,8339,16,ml
65,4450,5,kg
47,4178,18,L
1,6355,12,ml
69,1015,20,L
96,3760,10,kg
65,1668,19,L
27,3965,18,g
40,6546,18,L
3,7497,8,kg
22,830,18,L
83,1588,14,g
6,5186,4,L
41,1597,12,ml
38,5816,13,L
75,9557,10,L
43,812,15,g
94,7153,4,ml
78,9459,1,kg
48,7579,16,ml
19,7191,20,g
50,9392,15,L
29,2665,12,L
36,1171,6,L
87,2690,12,ml
21,365,4,ml
60,3207,1,ml
88,3991,1,L
40,7348,6,ml
24,8196,13,kg
99,5262,15,kg
92,437,4,kg
64,2177,10,ml
63,6985,15,L
61,7829,2,kg
73,7330,5,kg
9,4032,5,kg
88,8699,8,L
78,3429,5,g
10,8952,16,kg
34,1187,3,kg
93,9559,10,ml
55,4782,9,g
39,1922,10,kg
50,3058,6,ml
3,7545,11,kg
64,1842,5,g
81,1640,6,ml
80,2706,6,g
86,2608,18,g
81,6154,15,L
44,2610,18,ml
77,56,19,kg
31,4938,18,ml
91,4664,7,g
69,9749,4,ml
100,7364,5,L
39,3901,7,kg
1,9036,11,ml
14,8557,10,L
22,382,7,g
14,6669,1,g
49,7158,9,L
85,957,3,g
30,9983,6,ml
49,1621,10,g
17,4273,7,kg
7,1094,9,g
11,2909,9,g
69,142,5,kg
48,1763,6,kg
81,5345,7,L
14,6695,1,g
75,4207,4,kg
37,7973,8,g
88,7448,19,g
96,4407,2,L
9,4767,16,L
71,5247,2,g
86,119,5,L
40,2427,8,L
80,1860,14,ml
44,3121,19,g
28,7601,18,ml
31,4093,3,L
93,5688,10,kg
70,1779,18,g
41,2346,17,g
23,5754,5,ml
17,7617,20,L
32,7120,13,L
1,7038,20,kg
7,8236,17,L
41,7982,17,ml
82,3101,5,ml
82,899,13,ml
41,7123,19,L
15,6421,18,kg
14,3625,13,kg
99,6843,10,kg
74,9606,19,g
38,1121,12,g
71,1894,15,g
13,6042,6,ml
72,9087,7,kg
1,2476,13,L
72,9600,4,g
98,2433,19,ml
96,45,7,g
19,5424,11,L
94,9153,5,L
19,6286,4,kg
24,9642,15,g
69,5602,1,ml
57,9210,18,ml
79,5189,19,kg
30,1909,18,kg
17,9139,14,L
43,3562,3,ml
17,9589,7,kg
75,5259,6,ml
54,5677,2,L
80,5365,18,L
54,5320,3,L
100,1776,11,L
38,9545,17,L
1,7121,17,L
54,1793,3,L
53,783,1,g
5,8531,3,kg
2,7805,12,L
5,1065,1,ml
31,4498,5,ml
100,8280,10,g
20,6256,7,L
87,8091,13,g
68,8608,11,ml
8,2815,11,ml
40,3516,8,kg
35,2874,10,ml
57,5355,7,L
56,2711,5,g
19,7705,20,g
95,7140,1,L
88,622,2,g
23,7567,6,ml
68,9094,17,ml
7,2678,1,L
44,7152,11,kg
93,7874,11,kg
58,1845,14,g
85,114,10,g
91,9854,7,ml
55,4127,1,L
88,6549,13,L
17,4227,18,kg
70,6707,19,g
18,2904,20,L
35,1194,15,ml
35,2528,8,ml
72,8765,18,ml
52,4461,8,ml
40,1729,4,L
9,1321,1,g
7,8064,4,kg
60,4207,17,L
20,2433,16,kg
45,2098,3,ml
1,5113,11,ml
22,4158,9,kg
80,1047,18,ml
22,3571,1,kg
60,1475,20,ml
85,7005,16,ml
28,171,11,g
22,7654,2,kg
8,5545,7,g
11,2414,18,kg
12,2178,2,L
60,7368,10,L
72,5618,11,kg
94,4934,6,L
91,8807,20,L
3,4927,19,L
87,5582,9,L
85,305,19,ml
73,6803,5,ml
75,7176,15,g
57,782,14,ml
23,8052,17,g
39,804,10,ml
43,809,3,L
15,5013,6,ml
39,2909,2,L
30,6907,15,L
25,8651,19,ml
58,4764,20,g
20,7876,6,g
6,7490,5,g
50,2002,10,kg
78,8829,17,L
12,7495,12,g
51,5041,2,g
98,1612,12,g
94,5886,3,kg
51,4911,20,L
93,9986,12,g
60,6010,20,ml
51,282,14,L
99,3173,6,g
45,6565,15,L
98,3911,1,ml
49,1537,6,kg
72,8689,6,g
11,8686,19,g
26,5511,15,g
75,7255,15,g
89,5851,3,ml
99,8705,1,ml
66,5565,15,kg
46,5889,9,ml
10,4291,2,L
63,1406,15,L
36,1793,9,ml
47,3344,13,g
49,4524,16,ml
62,3046,19,ml
15,6983,16,ml
56,8291,6,L
84,729,8,g
28,6905,3,kg
39,941,13,ml
36,9764,13,kg
80,3159,18,kg
8,1789,7,ml
72,1867,20,kg
76,4548,4,L
86,3580,9,kg
10,2116,4,ml
60,1899,12,ml
37,8276,6,L
81,4132,5,L
9,9446,10,L
69,6972,15,g
40,6876,13,g
68,2676,14,g
44,8030,9,ml
3,6427,4,g
33,4334,10,L
42,9295,6,kg
97,4587,2,kg
38,5973,5,kg
76,5429,11,L
54,6305,19,L
21,1848,18,ml
98,6790,2,kg
7,7287,4,kg
7,4019,2,g
34,4539,12,L
16,5472,9,g
33,1256,9,ml
2,1776,8,ml
61,6031,7,kg
52,5572,4,L
90,9520,8,g
67,9031,11,kg
52,8837,17,ml
65,5756,7,L
2,9977,6,L
3,7218,4,L
39,178,20,L
66,7887,13,g
90,7681,16,ml
33,4720,19,ml
56,9676,14,g
29,4039,20,ml
95,1944,14,L
41,4664,20,ml
57,6322,4,ml
37,4528,8,ml
60,4669,20,g
84,4139,10,kg
11,3266,17,kg
8,9328,12,L
44,5650,9,L
69,3296,2,L
99,7456,18,g
82,8809,12,kg
14,4521,1,L
78,7396,12,g
16,6397,4,L
7,3977,2,g
81,1112,11,g
25,3575,7,kg
48,1813,18,ml
92,2288,13,g
57,2735,6,L
1,2558,1,L
24,8600,18,ml
32,2618,19,g
29,7035,14,ml
2,1889,8,ml
5,6832,14,g
89,8722,19,L
68,9810,19,L
23,8512,15,g
27,4351,4,kg
48,3896,9,kg
36,9721,1,kg
72,1076,9,ml
9,1020,3,g
47,3781,9,L
76,2862,19,L
33,5126,2,ml
46,2099,12,g
80,3617,10,g
7,5353,17,L
22,9923,9,kg
5,6783,17,ml
2,4514,16,g
33,1273,18,g
1,7778,15,ml
7,9383,3,g
99,1154,19,g
59,6917,13,kg
16,6175,5,ml
98,6836,17,g
26,121,11,kg
28,8175,15,L
50,2869,18,g
51,358,3,g
15,8418,7,kg
6,8174,16,ml
37,6226,1,g
59,6651,16,kg
56,3186,9,kg
29,8650,12,kg
53,8600,13,L
83,2251,17,L
35,8501,13,kg
1,6080,2,kg
49,6553,2,g
24,9001,15,g
81,3610,14,L
33,8720,4,ml
55,9627,6,ml
88,2354,4,ml
51,1831,13,ml
36,6049,8,L
4,8191,20,ml
73,4669,6,kg
36,8746,2,kg
68,5704,5,kg
8,7802,11,ml
77,1000,16,L
75,42,17,L
24,9191,14,g
59,7783,7,kg
82,4842,10,ml
52,9123,1,kg
25,9476,15,ml
4,4082,20,g
97,5280,3,L
22,2525,12,L
54,5443,15,L
99,3252,11,kg
90,2475,20,ml
47,1708,8,kg
45,4435,13,L
23,8706,11,L
57,4852,11,L
32,6493,13,L
50,9655,9,g
4,7711,3,L
63,5243,5,L
64,4972,17,kg
21,6398,12,g
50,6111,18,g
100,280,6,ml
2,9174,1,kg
100,6818,2,L
62,6887,15,kg
46,5599,7,kg
90,5401,8,kg
80,8717,12,g
100,8039,12,ml
48,7996,6,ml
70,3510,10,g
50,5193,13,ml
69,9646,16,L
46,3284,8,L
86,4191,4,L
88,4485,12,g
43,9223,3,kg
9,3032,15,g
24,8031,13,L
86,1759,20,kg
40,2617,12,kg
98,8391,13,ml
16,7033,4,g
9,4266,4,g
25,5192,8,L
12,931,10,ml
49,5263,4,L
90,2668,10,ml
39,5735,2,kg
42,1706,12,kg
34,9896,6,kg
15,2215,7,kg
53,6197,5,ml
50,4252,18,ml
21,7458,18,g
53,4808,13,L
76,2510,2,ml
70,2682,13,kg
41,2567,20,L
37,7980,11,g
36,4031,19,L
67,8600,7,g
48,3877,15,kg
35,6746,5,L
20,7206,10,ml
48,7451,10,g
28,4591,16,kg
32,7179,8,ml
53,9814,13,L
42,711,16,g
50,616,13,kg
11,7718,2,ml
82,6353,13,g
99,3125,20,ml
91,8371,19,ml
28,4755,18,ml
21,6046,2,L
39,3486,17,g
77,4679,12,kg
24,3699,18,kg
10,1746,1,ml
11,9989,19,kg
48,9500,12,g
29,411,1,g
42,2231,4,ml
88,225,20,L
31,8849,12,ml
34,9983,7,kg
71,8453,3,ml
29,4972,20,kg
75,4266,10,g
81,7704,17,L
100,9117,13,L
58,7566,4,ml
97,4540,16,g
58,6829,5,ml
81,6874,1,kg
39,4096,20,L
76,5137,12,g
52,792,4,ml
77,8739,3,ml
38,5928,3,g
46,2943,11,g
7,2450,19,ml
96,2493,2,L
11,6933,7,kg
85,2629,3,kg
99,2947,16,kg
40,3548,7,g
79,2159,19,ml
58,6736,18,kg
21,7813,5,ml
48,7724,9,L
90,5538,20,g
48,8221,9,kg
4,8853,20,g
16,3193,12,L
70,7196,6,g
14,7905,18,ml
2,5817,14,ml
48,3494,14,ml
47,150,4,g
27,1419,18,kg
13,5243,15,g
17,476,7,g
58,8503,12,g
27,3848,9,ml
80,5928,14,L
16,1409,17,L
88,5388,12,ml
93,9682,5,L
31,1736,17,kg
5,8310,18,g
13,361,2,ml
68,1573,9,L
49,4597,20,kg
30,3002,9,g
35,7334,11,g
29,4053,13,kg
83,5880,16,g
7,9733,5,g
52,2100,15,kg
92,3703,19,L
34,6666,19,g
45,5930,8,L
32,4887,10,g
83,8624,3,ml
17,9288,3,L
75,7862,19,kg
30,3614,3,g
97,8067,17,L
9,8130,5,kg
57,8882,20,ml
71,6777,14,ml
85,8728,16,g
93,3949,15,g
69,5611,15,L
48,9794,3,g
75,5567,19,L
87,9954,7,ml
11,1282,20,ml
3,3678,12,kg
58,7586,1,L
96,1207,12,L
80,1833,12,ml
28,1161,14,L
33,2913,18,ml
60,6110,6,kg
51,2409,2,L
77,1647,11,ml
6,5072,9,L
54,4174,7,ml
43,204,7,g
88,4563,7,g
49,8612,14,g
50,5558,13,g
46,9273,7,ml
78,6251,19,L
80,5437,16,L
59,3394,10,kg
3,176,13,L
95,5866,11,ml
46,1121,14,ml
80,9464,19,L
3,3036,6,g
7,8684,15,g
34,6112,5,kg
9,4403,6,ml
69,4333,2,g
49,1930,12,ml
9,5215,13,ml
69,9151,17,ml
73,3403,18,ml
82,7391,18,L
59,9602,17,ml
92,305,19,g
20,5284,14,kg
78,4763,8,L
39,2366,14,g
62,1150,12,L
40,9473,3,g
64,5321,11,kg
96,9313,3,L
100,5691,19,ml
37,2913,2,ml
16,8606,8,g
84,7934,17,L
14,1103,2,kg
46,2326,8,ml
37,7243,2,ml
34,4838,11,g
22,8902,15,g
19,5708,14,L
30,3198,14,kg
66,4484,2,kg
47,7557,13,ml
93,3323,18,ml
8,1226,12,ml
86,9476,18,kg
53,9282,8,L
95,1090,18,L
42,9218,6,ml
73,1149,16,g
26,4303,2,ml
63,4033,18,L
22,8313,20,kg
31,9901,14,ml
54,4134,9,L
44,4642,2,ml
40,2136,4,g
96,382,1,ml
98,9044,6,g
49,3662,11,ml
61,235,6,ml
34,414,2,kg
75,3078,3,g
50,1449,17,ml
73,8497,13,g
4,1950,19,L
69,4828,18,g
52,3243,1,ml
14,9148,1,kg
39,2694,5,kg
95,6920,5,g
10,322,5,g
44,776,20,kg
60,2956,2,kg
64,5409,11,kg
82,3614,10,kg
83,1050,6,ml
25,8128,18,L
17,5100,5,ml
21,8286,12,kg
91,3664,2,g
75,5595,18,L
23,1961,13,g
30,8003,15,kg
25,8535,13,kg
30,5502,18,L
67,9048,9,L
83,4129,4,g
8,3446,16,kg
32,8067,9,g
14,5237,5,L
76,992,20,L
15,8345,15,g
64,2039,14,L
100,127,12,g
79,832,2,ml
78,6288,11,kg
75,7698,7,ml
30,949,19,L
38,1235,8,kg
92,8126,18,ml
2,2672,4,g
72,4941,2,g
75,860,5,ml
79,7165,18,L
97,9421,10,ml
58,1311,17,kg
76,7620,3,kg
77,2799,7,ml
29,3243,6,kg
19,588,13,g
37,1273,7,g
82,7805,10,g
88,8999,10,ml
30,7297,13,g
58,2506,19,g
25,9567,20,g
79,3092,20,g
16,2955,12,L
90,2692,12,L
20,3011,4,g
100,9856,8,g
26,3681,1,L
89,4146,15,L
64,3008,13,L
44,4583,20,ml
39,966,5,ml
48,1543,8,g
73,6627,8,g
67,7052,2,g
28,5916,10,ml
57,7322,12,ml
97,8684,20,ml
49,3438,17,L
22,9148,6,kg
80,3843,6,kg
53,4886,14,g
12,2060,2,kg
51,1958,8,ml
68,1338,15,g
5,4593,19,L
91,8631,7,kg
12,4986,12,kg
100,5029,18,L
64,3812,9,ml
78,1514,4,g
42,3068,4,kg
57,1262,11,L
85,9015,19,g
96,2440,12,ml
70,2845,9,kg
2,3838,4,L
100,4212,10,L
10,9310,11,g
32,2451,4,kg
59,3205,11,ml
98,6312,17,g
14,5817,11,L
7,5641,13,ml
86,9655,6,g
56,2507,11,kg
63,1322,17,g
68,5275,19,kg
71,3022,6,L
68,2815,10,kg
43,562,17,L
91,2595,5,g
77,3549,12,kg
8,6393,12,L
35,7500,20,kg
16,890,9,ml
56,9309,4,kg
73,7243,9,kg
2,5359,8,L
11,3270,18,L
64,7214,18,ml
19,1684,20,ml
38,8229,10,g
67,7060,3,g
24,9219,1,L
84,3018,12,g
27,9227,4,ml
17,7332,19,g
26,6330,3,g
30,281,10,g
43,9476,16,L
23,1302,14,kg
81,8335,11,kg
80,8549,12,kg
74,8762,11,kg
88,1524,14,g
13,2919,13,g
100,6071,14,ml
68,4175,19,kg
80,4915,18,ml
99,6651,7,L
6,6517,15,L
98,4117,1,g
78,3697,8,kg
4,309,16,L
82,6534,3,L
11,5394,17,L
58,2963,17,ml
16,3712,19,ml
57,706,6,g
83,9788,12,kg
73,5189,3,L
18,7193,13,L
9,9391,20,g
87,687,15,g
81,5713,10,L
95,1035,7,g
10,506,4,L
75,1308,16,kg
21,287,20,kg
69,3500,6,L
80,5473,10,kg
69,6471,20,kg
7,5956,16,kg
39,404,1,L
74,1509,19,ml
61,8659,2,ml
17,5511,8,L
22,1077,8,kg
43,7301,13,L
97,4826,9,kg
90,4094,14,kg
64,9378,20,ml
39,3492,9,ml
46,1342,2,kg
11,1276,5,L
29,7553,7,L
100,3968,9,g
85,42,6,g
27,2158,12,L
23,5577,10,L
17,6978,10,kg
72,7082,9,kg
18,9968,18,ml
1,6363,20,L
52,75,11,L
44,5144,8,ml
28,905,7,L
45,1651,6,kg
13,1317,11,g
1,810,6,kg
24,5901,1,ml
14,2501,14,g
97,5945,20,ml
73,7233,3,L
96,9471,3,L
18,5733,4,g
94,9820,3,ml
23,1291,7,kg
28,6881,20,ml
30,3619,17,L
74,5367,15,kg
46,1875,5,ml
16,7687,6,kg
14,2060,19,g
19,7385,16,ml
63,5561,14,kg
5,2884,4,ml
49,4178,12,ml
5,1768,3,g
55,2867,7,g
44,3281,9,g
11,1539,8,g
64,4253,18,g
64,6375,1,kg
14,1396,2,g
82,7919,6,kg
1,6982,17,ml
71,4019,19,kg
34,8288,20,ml
11,9255,20,ml
19,7424,16,kg
86,4154,12,g
20,3102,4,ml
13,8832,8,L
56,8200,7,kg
85,1082,18,L
83,8208,1,g
1,9849,11,kg
18,5327,12,g
49,2299,12,ml
14,3085,4,L
44,9658,9,ml
26,8443,19,ml
13,3461,9,g
97,6141,20,g
15,9562,9,g
27,1514,11,g
76,4670,19,kg
48,3447,5,kg
2,7925,16,ml
43,2084,15,g
36,9224,2,L
94,4512,4,ml
87,5291,8,L
46,4577,19,ml
55,3378,15,kg
6,9340,12,g
47,7026,4,g
1,3477,10,g
94,8184,20,ml
44,1718,1,ml
47,8605,16,g
45,2757,3,ml
95,8526,8,kg
96,5524,15,g
76,6131,4,g
61,7199,12,ml
56,3826,20,ml
80,2577,18,ml
59,4667,13,L
30,1095,17,g
34,7740,19,g
29,830,1,L
98,309,4,ml
79,5074,1,kg
35,6112,10,ml
94,6745,2,kg
45,8372,9,kg
65,7778,5,ml
99,2471,19,ml
5,5355,14,ml
13,7175,3,g
67,2952,15,kg
48,2419,18,L
69,6348,7,kg
64,2842,15,kg
56,2606,16,L
29,6232,19,kg
96,1637,10,ml
3,7852,4,kg
55,6832,15,g
95,197,20,kg
62,5852,9,L
65,5696,12,g
46,7237,2,g
26,1283,12,ml
24,2463,6,kg
24,9914,2,kg
8,8271,13,ml
75,3484,13,kg
21,3093,15,g
1,8619,7,ml
82,5683,13,kg
41,5901,1,kg
75,7311,4,g
93,5906,20,L
68,3020,18,L
87,15,15,ml
71,8709,12,kg
33,3991,12,L
59,574,13,kg
63,1760,8,g
71,1514,13,g
79,89,3,kg
12,6237,7,kg
33,2914,12,ml
58,6751,13,L
40,1629,11,kg
76,9958,3,kg
34,5948,3,kg
52,122,2,kg
69,385,15,g
32,4945,2,kg
50,8219,17,L
90,4566,2,ml
80,6601,16,L
45,7930,16,L
97,3095,20,kg
80,8509,7,ml
13,935,9,ml
20,2497,17,L
21,7437,12,L
24,6930,13,kg
99,8627,5,g
46,4140,6,L
7,543,11,ml
26,8920,7,L
68,3624,15,g
33,4008,3,g
48,2247,7,g
71,8857,14,g
30,427,1,g
46,34,12,g
40,1874,16,kg
32,5988,7,kg
32,8616,7,g
62,2682,20,kg
84,7748,6,L
72,914,10,g
14,5530,5,g
45,1184,3,ml
62,7846,18,L
5,3144,12,kg
12,2663,6,ml
10,7080,3,g
56,543,17,g
10,6665,17,kg
27,4472,12,ml
64,7593,1,L
55,8737,3,L
64,6743,16,kg
27,1304,6,L
19,9594,5,kg
47,5588,6,L
49,7204,16,g
63,6172,14,kg
61,8033,15,kg
67,9004,4,kg
22,4168,3,kg
40,2254,1,g
22,1124,17,kg
41,2963,20,g
11,1654,8,L
47,3133,11,kg
76,6119,13,ml
63,3666,9,g
81,4134,15,ml
90,5896,14,kg
75,7785,7,kg
64,7513,10,ml
9,9055,7,ml
53,1343,4,kg
74,9526,10,L
12,1451,6,kg
49,3693,16,g
37,2744,7,kg
23,7709,9,kg
84,235,14,L
25,9627,14,ml
29,4268,7,ml
77,1879,15,L
60,2118,7,L
9,5357,2,ml
70,4151,13,kg
18,4601,16,L
9,788,8,L
37,9827,17,L
83,4064,14,ml
80,992,5,g
36,3344,15,g
43,7960,11,L
69,6068,18,L
57,3965,2,kg
1,9340,7,g
47,8273,13,kg
99,3013,4,ml
60,8830,2,g
40,6868,12,kg
86,8865,8,kg
65,6260,8,kg
34,3947,5,ml
100,1266,12,kg
5,9254,11,g
17,766,3,g
66,416,11,ml
39,5242,2,L
81,4412,9,L
26,3934,7,kg
2,7163,2,ml
98,7782,4,L
43,6755,1,ml
57,9966,12,kg
54,321,12,ml
30,47,14,kg
21,2915,17,kg
67,4220,7,ml
57,4076,10,g
100,900,17,kg
90,7151,7,g
86,261,6,kg
20,4348,2,ml
19,5047,8,g
28,1665,16,g
25,121,5,g
11,7976,2,L
24,3218,13,kg
13,9639,13,ml
27,4101,10,ml
29,2234,20,kg
29,1832,18,kg
39,7444,4,g
19,9823,15,g
23,8514,5,L
42,1181,7,L
60,4974,8,kg
96,8568,3,L
37,6482,1,g
94,1586,19,kg
56,5600,7,kg
29,5867,19,L
34,1620,19,g
33,1288,1,kg
95,2078,2,ml
17,8741,12,kg
87,6088,15,ml
9,5686,9,ml
62,5449,8,L
72,9059,15,L
91,9651,15,ml
82,2064,14,L
53,6332,4,g
86,165,12,L
44,6967,2,L
90,1032,4,ml
79,4298,4,kg
30,6957,2,L
59,681,15,ml
35,8276,17,ml
8,5963,17,g
89,3989,17,kg
84,9864,19,L
55,9145,6,L
36,5613,16,kg
97,1065,18,kg
88,2675,20,L
50,2400,14,ml
58,2346,8,kg
72,1710,7,L
36,3079,15,ml
2,2007,5,L
47,4484,5,g
69,9203,12,g
5,456,5,L
99,3799,13,g
17,1765,1,g
50,482,3,ml
65,6578,15,kg
100,3577,14,g
78,7469,11,g
37,3381,19,kg
66,3861,14,g
20,580,16,kg
25,4870,7,ml
29,7355,6,L
10,203,12,L
41,2864,15,g
66,6376,10,L
34,9224,9,ml
16,3714,6,L
43,4028,19,kg
57,9193,16,L
72,103,12,L
97,8812,3,ml
25,4118,17,kg
38,2441,5,g
40,7397,8,ml
85,5509,13,L
18,1440,5,g
71,9202,8,g
92,5711,13,ml
72,2555,5,g
95,6743,1,kg
68,1375,16,ml
31,8704,3,ml
89,593,5,g
38,6832,17,kg
75,6665,19,g
45,269,17,L
56,3041,13,g
38,2265,13,ml
47,2761,15,ml
30,5106,4,L
88,6217,2,ml
23,6957,17,ml
55,1136,13,L
98,9977,7,L
21,5206,17,ml
30,9802,15,g
25,5550,1,g
52,4156,8,L
45,2516,19,kg
76,8887,5,g
33,3780,17,ml
79,5414,2,L
58,8779,15,g
41,1105,20,kg
87,151,1,kg
40,7394,18,kg
9,1509,7,L
63,4712,5,g
12,6047,6,L
68,1034,9,ml
21,7416,19,L
10,4483,17,kg
2,6932,12,ml
24,8351,20,g
45,669,8,ml
48,5199,17,g
55,3915,7,kg
52,1128,16,g
11,7182,15,L
12,7579,18,g
49,6440,17,ml
81,4912,5,kg
92,4112,13,g
91,2769,18,ml
75,2417,18,g
92,9763,7,g
64,5577,10,L
87,5998,3,ml
54,5565,5,L
46,2644,2,g
57,7824,11,g
57,7342,9,L
87,2693,8,ml
68,9620,16,L
1,557,20,kg
73,8412,3,kg
46,8601,1,L
89,9597,13,g
22,1337,1,kg
5,8264,20,ml
45,538,6,ml
43,176,13,ml
89,1848,12,ml
87,1309,9,g
38,2784,11,kg
33,2275,8,ml
60,1253,4,ml
92,3994,12,kg
2,2174,20,ml
14,755,2,L
41,8127,12,L
49,3177,12,g
6,8544,18,kg
52,7893,19,L
56,9148,9,g
61,914,5,L
84,6205,16,g
91,9483,15,kg
92,421,6,kg
86,6322,7,g
56,8034,2,kg
100,8050,7,g
40,2762,7,L
98,3293,8,g
9,4340,17,g
59,5075,1,ml
75,1363,7,ml
34,2262,6,ml
21,8802,18,L
100,1576,3,L
30,3398,1,L
76,7982,8,kg
23,2527,16,kg
89,8758,7,L
65,7609,17,kg
17,1057,6,kg
65,6302,13,kg
97,9367,2,L
25,3242,12,kg
82,5037,12,g
35,4175,9,ml
94,2640,5,L
13,842,2,kg
99,3803,17,L
13,6385,11,L
60,2460,20,L
51,6470,7,g
21,8772,17,g
46,7971,17,kg
65,1844,8,kg
63,9861,16,L
46,7933,7,g
68,1722,14,g
95,441,2,L
74,8634,12,L
84,2737,4,ml
39,4175,3,kg
54,4002,14,g
29,2049,7,ml
34,8444,12,ml
90,6202,11,ml
79,7259,8,kg
53,1022,4,kg
76,500,10,L
58,8402,17,ml
84,9062,7,kg
38,1361,15,L
79,6987,17,g
10,8614,19,ml
16,8607,12,ml
33,1186,6,ml
86,8240,17,kg
34,4096,2,kg
1,9960,16,ml
87,9697,7,kg
82,348,11,g
96,8147,17,kg
65,2576,14,kg
75,3280,15,g
55,2054,18,g
78,7702,6,ml
4,9525,9,L
3,9420,12,L
45,9731,19,g
90,8921,12,L
98,4611,10,g
10,986,11,L
87,4645,10,g
23,4927,9,L
30,6226,7,kg
38,40,17,L
1,2866,4,g
35,1311,9,kg
95,9175,6,ml
97,7194,13,kg
12,7176,6,ml
19,6312,13,kg
40,4337,16,ml
37,6409,12,L
54,5592,20,L
77,219,6,kg
82,4758,19,kg
16,3133,20,L
6,4790,17,ml
9,45,20,g
21,2432,12,ml
16,1783,18,kg
81,1035,19,L
33,2524,3,g
11,3052,8,L
58,2080,5,ml
6,2577,20,L
50,2098,6,kg
95,4953,16,kg
2,2633,5,ml
72,5149,13,ml
87,4745,17,ml
36,3437,7,ml
17,8523,16,ml
5,1366,12,ml
71,1470,3,L
80,8584,5,g
15,3907,19,ml
96,5676,12,kg
16,2826,19,L
36,550,16,L
96,4671,20,L
21,7706,2,kg
4,6308,17,kg
7,2727,5,ml
4,3286,20,g
85,6010,19,kg
67,7871,9,L
29,1807,7,ml
72,209,2,ml
