id_pedido,id_comanda,id_cardapio,status,data_hora_pedido,quantidade
2766,1828,95,True,2023-03-22 22:22:48,10
6798,575,23,False,2023-04-15 09:43:45,10
5390,3490,73,False,2021-09-30 22:38:09,5
9640,8608,64,False,2023-06-01 01:21:18,8
5460,5069,16,True,2023-12-13 09:44:55,9
4173,427,95,False,2022-12-22 13:25:21,8
510,6543,93,True,2021-08-08 03:38:19,4
6782,9933,74,True,2023-06-05 18:19:08,8
6492,4171,60,False,2022-07-12 16:17:35,2
9801,3353,10,True,2022-05-09 15:45:20,5
9625,2871,86,False,2023-04-19 03:38:37,4
3732,3599,88,False,2021-08-02 12:20:22,2
1733,2138,30,False,2022-02-18 06:44:44,2
6450,7647,91,False,2024-06-15 02:21:27,2
1807,1535,9,True,2023-07-10 01:29:18,7
948,5560,88,False,2022-06-20 12:30:42,4
265,8210,67,True,2023-04-05 17:51:19,4
8638,3935,93,True,2022-04-23 19:11:09,7
9729,4053,95,False,2022-01-18 14:27:26,9
7246,1031,8,True,2022-09-16 02:42:20,8
5464,5960,12,False,2023-01-30 17:48:25,9
170,6819,89,False,2022-08-09 18:52:39,5
9923,1527,48,True,2023-12-12 19:27:46,4
5570,9717,92,True,2022-02-05 08:51:04,10
1053,743,60,False,2022-05-31 06:00:24,1
5712,7596,29,True,2021-07-31 20:28:23,4
7654,2638,61,False,2022-08-27 05:47:34,10
4859,4201,6,False,2022-05-30 08:46:35,9
3018,3969,56,True,2024-03-08 09:27:14,4
1269,8756,14,True,2023-02-28 02:19:42,1
7692,8335,13,True,2021-10-08 13:56:20,9
8540,4020,62,True,2022-09-26 12:36:43,5
6788,2285,97,False,2021-07-01 12:13:17,5
1024,2715,5,True,2023-09-01 22:36:46,6
3311,5702,54,False,2024-05-18 20:11:51,4
3320,6413,43,True,2021-08-27 17:52:47,2
7977,6010,94,True,2021-08-23 08:27:44,10
2127,359,6,True,2022-08-18 15:14:22,1
3741,2753,25,False,2022-11-24 19:43:26,9
4913,9880,96,False,2023-01-11 03:02:07,6
7541,8225,69,True,2022-03-10 15:47:20,5
2173,2846,49,False,2021-10-03 22:35:37,1
7039,6065,8,False,2022-06-09 06:04:24,3
2967,7294,42,False,2022-01-09 13:44:26,10
5818,2226,68,False,2021-12-12 16:46:23,5
7387,308,2,True,2023-04-11 05:15:53,1
95,8030,55,True,2021-06-25 06:58:26,5
5658,3676,53,False,2023-08-11 22:03:15,4
9633,7496,26,False,2023-08-01 23:39:27,8
7351,6617,19,False,2021-11-17 13:10:07,8
5143,8114,24,True,2022-07-18 13:53:01,8
4284,405,37,False,2024-06-07 15:45:43,5
2225,5356,55,True,2024-05-08 18:16:48,2
2958,7549,65,False,2024-03-28 23:36:59,10
7401,7030,42,False,2024-03-10 22:50:36,10
195,6061,16,False,2024-06-14 17:07:23,2
3287,7499,61,True,2022-04-14 11:30:32,5
1982,7514,26,False,2024-01-29 10:16:13,7
7726,2543,87,False,2023-07-21 16:00:31,1
9242,3490,33,True,2024-01-03 16:02:25,3
6435,7118,37,False,2021-10-14 07:14:59,9
5858,1997,62,False,2022-03-15 07:43:16,7
2273,933,82,True,2021-09-26 19:22:32,9
3857,9279,100,True,2021-08-30 18:23:00,7
2975,442,76,True,2023-09-08 08:32:24,2
8645,9663,68,True,2021-07-27 22:55:43,5
1796,2278,62,False,2024-04-18 05:24:20,1
2140,1395,64,True,2023-11-01 01:27:39,7
4616,2790,56,True,2022-09-12 04:21:58,7
2933,6770,90,False,2023-04-20 19:00:24,4
468,4289,2,True,2023-03-02 18:47:46,3
7780,9761,37,True,2021-11-11 13:56:28,3
565,6497,13,False,2023-04-25 04:56:24,7
2188,2235,69,True,2022-11-11 06:35:29,3
8902,9767,7,True,2023-03-26 01:41:18,7
9021,6974,74,True,2022-02-01 16:28:34,2
1466,1073,87,False,2021-09-25 11:23:10,5
1186,1183,42,False,2023-04-04 06:49:04,5
5109,2603,32,False,2023-06-07 02:12:48,6
5137,6753,96,True,2022-02-05 01:20:50,8
1664,1620,15,True,2022-11-15 10:56:57,2
9511,7119,88,True,2024-04-03 13:35:30,5
5264,1087,93,True,2024-02-23 09:28:52,10
9671,3239,96,False,2021-08-26 11:28:27,10
5134,6132,54,False,2023-11-15 19:50:35,7
1572,4838,66,False,2022-04-03 00:36:27,9
7897,6504,32,False,2023-12-10 18:33:22,9
5241,9906,83,True,2022-11-25 03:38:43,8
447,6551,22,False,2023-01-14 19:30:09,9
7221,4862,35,False,2021-09-20 09:27:19,1
5126,6893,21,True,2022-01-17 04:21:49,5
1019,1463,11,False,2023-07-26 11:42:17,4
9068,1066,47,False,2022-03-01 05:51:15,9
7887,5740,19,True,2022-10-02 05:22:52,4
1640,992,32,True,2024-04-20 10:58:09,8
2036,9211,62,True,2024-05-06 01:12:46,10
7390,8944,27,True,2023-02-14 09:20:40,6
5649,4494,46,True,2022-04-08 14:09:55,8
5981,8593,60,True,2023-02-20 20:11:08,6
8277,4287,19,False,2023-09-08 01:34:12,5
4127,5217,45,False,2022-06-10 23:39:40,1
4246,5393,3,False,2023-08-08 22:01:39,1
2211,6855,48,True,2024-01-02 00:38:54,6
3862,2334,32,True,2024-06-13 12:18:46,4
9299,6912,45,False,2021-07-04 15:55:40,2
5047,4376,40,True,2024-01-19 21:21:33,2
3614,6724,65,True,2024-03-26 12:25:04,7
267,351,3,False,2024-02-23 00:33:28,7
9549,8899,21,True,2021-12-13 13:55:14,1
8366,9987,19,False,2022-03-24 11:13:26,7
7916,2567,81,False,2021-12-11 11:02:24,4
6510,3423,52,False,2024-02-01 08:12:45,4
662,224,33,True,2023-06-04 07:56:16,2
2334,3225,61,False,2022-01-18 04:35:15,8
9470,9299,88,False,2021-12-29 22:01:41,6
6402,8418,44,False,2021-11-28 23:54:06,3
7107,2724,16,False,2023-11-04 15:23:06,3
6829,7383,84,True,2023-03-30 21:58:28,5
9345,1129,70,False,2022-08-03 09:17:45,6
2362,5597,65,False,2023-06-28 19:00:21,7
136,2550,39,False,2023-08-02 07:27:30,3
1193,1200,14,True,2022-03-04 15:28:55,8
3894,3694,76,False,2021-10-17 15:15:27,5
2033,1074,76,True,2022-12-11 11:18:53,1
9761,3356,54,False,2023-11-09 13:43:46,3
2222,124,34,False,2023-02-28 03:39:09,2
5346,745,18,True,2021-07-08 06:49:56,10
1934,8407,45,True,2023-07-15 16:12:08,10
7129,371,5,False,2022-01-24 10:15:53,10
7020,9628,21,False,2021-11-09 09:50:47,6
3174,9539,82,True,2022-07-17 15:23:41,6
4267,4352,59,False,2023-01-22 18:31:03,10
5340,3227,88,True,2023-04-25 15:11:03,3
8711,2447,51,False,2024-05-30 21:10:56,10
8186,7609,74,True,2022-11-18 18:59:21,5
6784,4414,21,True,2023-03-25 23:03:47,9
4733,7683,40,False,2021-12-20 07:39:57,7
6316,4916,4,True,2022-05-15 00:20:26,2
5959,9562,53,True,2024-03-23 11:41:48,10
2860,7383,21,True,2023-10-08 10:11:29,2
7550,6068,85,True,2023-12-27 07:05:51,10
3721,6586,47,True,2022-11-19 14:27:03,7
4207,2391,92,False,2023-02-05 10:00:49,9
6303,2604,67,True,2024-01-23 23:54:01,5
5068,9995,92,False,2022-11-19 06:26:05,7
3509,7939,4,True,2023-05-28 18:25:57,9
4446,1883,98,True,2024-05-13 04:50:54,6
9486,3871,63,True,2022-09-22 07:58:29,8
5136,5847,49,True,2022-09-13 07:17:12,8
2126,4422,50,True,2021-08-18 18:41:30,3
5770,2788,48,False,2022-08-23 17:40:57,1
4078,5490,6,True,2023-02-04 06:39:07,9
7689,8522,95,True,2023-05-16 13:13:08,6
9879,2435,46,True,2022-11-14 01:41:00,1
5528,4746,25,False,2022-07-16 15:42:33,5
7947,4285,55,True,2021-12-19 01:44:40,7
1938,907,55,True,2022-02-06 14:20:58,5
3448,3377,60,True,2023-01-08 18:57:05,10
3325,2778,51,True,2022-09-04 04:54:23,8
2454,2030,23,True,2022-12-29 12:58:07,1
2632,5730,68,False,2023-04-21 19:30:08,5
699,1546,65,True,2022-08-19 23:06:26,1
563,3660,79,False,2022-05-20 11:11:34,8
2483,860,78,False,2021-12-06 03:28:26,2
8930,2175,51,False,2023-05-19 13:32:33,5
1774,5627,8,True,2023-09-13 20:25:03,3
1967,3671,45,True,2023-04-09 21:47:08,7
7082,9299,88,True,2022-08-19 12:06:28,10
5725,7728,40,True,2022-08-04 18:22:51,10
8257,7290,86,True,2024-03-07 08:11:49,3
7666,564,51,False,2022-01-07 13:29:32,2
6434,3690,4,False,2023-12-04 21:06:23,5
9029,2098,50,True,2023-01-15 08:48:52,5
2785,9639,82,False,2021-08-06 02:32:53,2
4726,1380,82,True,2024-02-09 18:48:00,3
3273,7010,61,True,2023-08-04 19:09:14,8
8767,3253,100,True,2024-05-24 19:12:57,10
8804,2436,28,True,2021-06-30 14:09:56,6
3829,3169,44,True,2021-10-10 22:59:40,8
9318,3392,33,False,2022-05-18 16:43:51,6
7734,4097,15,False,2021-11-17 11:26:11,5
5604,9042,91,False,2022-04-26 05:52:42,2
5982,191,60,False,2021-09-22 16:55:09,10
5019,4188,34,True,2022-01-18 11:00:47,8
2679,9429,15,True,2022-06-05 18:44:33,5
2398,1836,78,True,2023-01-20 23:02:41,10
3957,1173,55,True,2023-07-31 02:54:53,6
8024,9321,74,False,2022-02-25 06:30:02,9
9257,943,87,True,2021-09-24 23:09:29,5
1331,3001,18,False,2022-12-17 17:37:58,8
5296,8264,73,True,2021-11-18 09:28:48,4
1800,24,69,False,2021-12-01 18:09:52,7
7609,9774,52,True,2021-06-18 08:12:43,7
7043,3172,71,False,2023-10-31 17:44:08,1
2210,6502,59,True,2023-06-26 00:52:26,7
8472,2888,17,False,2022-11-12 21:30:25,5
9710,7594,15,True,2021-09-30 05:38:43,5
8771,8099,21,True,2022-03-19 05:43:43,1
9336,6146,59,True,2022-01-26 04:08:17,5
497,2899,61,False,2021-12-09 11:50:52,5
4648,576,53,True,2021-07-06 01:58:23,7
5517,7017,61,True,2024-02-09 23:06:53,9
8733,1493,90,False,2022-02-16 13:19:07,1
7590,7278,87,False,2024-03-03 04:24:41,1
6194,647,27,True,2024-02-23 14:49:23,2
7833,5919,31,True,2022-05-19 09:10:32,2
7499,6533,45,False,2023-05-13 14:10:58,6
2709,279,12,False,2021-08-17 23:49:14,6
7706,5759,96,False,2021-08-03 04:45:05,10
9483,7376,84,False,2022-08-31 17:53:19,6
6518,1034,60,False,2021-08-17 09:09:06,2
3925,518,88,False,2022-12-17 15:53:41,10
2117,6024,52,False,2024-02-20 15:52:51,1
3499,8754,81,True,2024-01-26 18:16:09,2
918,6906,66,False,2022-10-16 16:51:31,8
5636,5141,63,False,2023-06-28 11:10:59,4
1936,262,96,False,2021-10-20 04:12:52,8
3532,9660,9,True,2022-01-07 12:16:29,4
742,4555,49,True,2024-04-29 13:52:50,9
9338,4793,20,False,2023-01-08 16:21:17,10
574,475,55,False,2021-06-29 22:25:35,10
9233,4388,85,True,2022-08-09 04:57:02,7
9653,6820,4,False,2024-04-20 04:59:30,8
7917,6190,55,False,2023-02-15 21:16:04,3
5905,5798,32,True,2023-03-26 04:53:21,10
7110,2663,19,True,2021-08-05 10:39:05,3
8089,8901,40,False,2022-03-24 09:11:17,5
7713,6007,81,True,2023-08-01 08:23:10,10
49,9418,92,False,2022-04-20 23:58:14,7
7004,3737,60,False,2023-11-29 23:10:16,10
6075,8226,20,True,2023-07-07 14:31:53,7
8389,8981,15,True,2021-12-25 04:23:55,7
8553,5974,2,True,2022-05-22 04:24:41,8
5823,8598,8,True,2024-05-20 22:13:35,1
7322,1691,81,True,2022-10-11 04:06:01,5
1811,7017,28,True,2023-11-09 13:24:01,1
3776,954,2,False,2021-10-20 00:04:45,9
3988,9718,50,False,2023-04-17 15:47:43,3
8570,7475,75,True,2022-07-13 09:49:21,2
7837,1324,30,False,2023-05-08 03:54:55,9
3772,4081,66,False,2023-12-10 06:24:49,5
9390,7865,48,True,2022-07-29 06:39:07,7
3161,6845,32,False,2023-12-22 23:06:45,5
101,4772,37,False,2023-11-17 04:25:42,6
3041,3338,79,False,2021-07-12 07:52:50,7
9119,8974,65,False,2022-10-07 22:15:48,8
212,5194,43,True,2021-11-18 06:43:38,10
1143,3715,9,False,2022-10-24 22:22:39,10
2331,656,86,False,2022-08-05 17:56:56,10
6293,595,62,True,2023-01-28 20:20:33,3
2340,8871,80,False,2024-04-11 11:38:30,5
9484,7987,48,True,2024-05-28 14:39:27,9
481,1035,79,False,2023-02-15 02:53:07,9
1752,8113,73,False,2023-04-10 14:29:35,6
2989,2967,71,True,2024-04-18 22:58:14,2
6001,6720,49,False,2023-10-07 13:24:22,7
2921,2785,25,False,2022-10-24 21:41:56,3
9517,1390,63,True,2024-01-08 15:36:49,5
5084,1784,70,False,2023-01-08 06:13:27,9
6440,1408,69,False,2023-08-09 04:08:18,1
1510,7160,36,True,2023-03-06 13:22:16,10
4930,728,76,False,2021-12-14 20:48:37,3
1626,2360,62,True,2022-03-18 06:40:09,3
4378,8441,2,True,2022-03-16 21:15:48,8
2588,7756,49,True,2023-11-07 00:36:58,7
4454,4085,15,True,2022-10-31 08:43:26,10
5434,3945,11,True,2022-05-24 12:48:39,8
7308,340,27,True,2023-07-19 00:53:23,3
1100,772,4,False,2022-03-05 00:04:28,4
5075,9706,93,True,2023-06-11 02:09:01,3
620,5028,41,True,2022-12-23 06:08:56,1
6867,9043,27,True,2022-07-12 15:16:23,10
1883,3834,14,False,2022-09-05 07:29:10,1
2973,8880,14,False,2021-09-12 12:27:41,9
5357,9710,55,True,2022-05-09 10:42:34,4
5487,4171,19,False,2024-03-10 08:58:40,1
4392,2803,62,True,2023-06-19 21:43:20,7
5833,9871,16,True,2023-11-01 13:43:55,10
5574,694,71,False,2022-10-19 12:00:58,6
8411,8951,63,True,2023-07-01 23:31:08,5
3457,5742,15,True,2023-12-29 09:54:14,2
6159,2259,50,True,2021-10-28 03:13:57,4
4384,1588,92,True,2023-12-09 11:41:34,7
9990,6191,38,False,2022-08-18 20:57:19,10
3266,5246,86,True,2023-01-29 20:17:36,9
7126,3441,48,True,2024-05-22 12:34:14,7
6059,3916,59,False,2023-11-14 10:29:53,7
9849,7225,74,False,2022-09-09 15:38:25,3
3660,2243,83,False,2023-08-02 00:34:18,2
7976,4019,99,True,2023-09-17 17:01:09,1
1826,4315,100,True,2022-06-30 20:58:58,8
6684,5539,51,False,2022-09-29 17:46:15,10
6413,519,16,True,2022-08-25 18:19:10,4
1615,5441,52,True,2023-02-02 10:58:40,10
9773,8081,33,True,2024-05-15 17:15:08,8
6560,2567,89,False,2021-12-21 07:19:57,1
9421,5091,55,False,2024-06-13 03:25:27,2
4010,899,28,True,2024-02-17 05:00:59,9
9593,6459,55,True,2023-04-21 11:17:05,8
8498,1295,61,True,2023-04-10 11:58:20,9
6,8676,40,True,2024-03-22 12:59:34,1
3609,5329,5,False,2022-07-08 21:10:28,8
1793,169,34,False,2023-01-03 10:24:05,3
3616,1476,35,False,2023-04-13 00:50:57,9
1970,7360,59,False,2024-04-29 12:01:12,3
804,4815,42,True,2021-10-01 14:47:30,10
2928,4382,62,False,2021-12-09 23:39:54,9
8296,1117,14,False,2022-02-06 01:46:42,5
4389,3326,35,False,2021-09-29 07:21:45,10
6399,5530,99,False,2022-04-15 20:25:39,2
4565,2917,26,True,2022-01-29 13:00:54,10
8135,5625,51,True,2021-10-21 20:01:40,1
6843,7211,83,False,2021-08-16 04:20:43,6
9623,8969,89,True,2022-03-09 18:38:15,10
8094,855,69,True,2024-06-09 21:01:08,4
7586,1607,58,True,2021-10-16 05:25:05,4
5129,7998,62,True,2024-03-16 17:06:01,10
6069,2795,77,False,2022-05-26 02:03:12,8
3986,643,28,True,2022-10-08 09:19:37,8
1506,2855,91,True,2022-07-08 01:27:37,1
3635,515,24,True,2023-03-07 17:59:01,10
5961,7774,3,False,2022-01-11 05:25:44,7
5106,6783,55,False,2023-04-24 13:56:31,10
2611,7638,36,True,2022-07-05 02:13:40,6
5085,1520,11,True,2023-08-27 09:25:20,3
6285,3326,68,True,2021-12-07 16:42:51,3
2556,2495,97,True,2022-04-21 13:30:42,1
1720,7997,73,False,2022-10-23 09:37:32,4
5104,6469,48,False,2024-02-06 14:05:49,7
4248,5508,17,True,2022-04-27 17:23:20,5
8562,3667,78,False,2023-06-24 00:25:58,5
5431,5123,54,True,2022-03-12 07:04:34,1
4922,8431,41,False,2023-07-11 00:07:28,2
3759,8702,19,False,2021-09-22 03:11:05,9
9863,1973,69,False,2022-02-07 16:38:43,7
5609,6213,83,True,2022-04-26 11:48:09,2
8937,4870,85,False,2023-12-19 18:54:28,9
2372,2126,95,False,2023-01-23 20:30:03,6
6227,8786,87,False,2024-03-30 12:40:00,8
8774,9615,17,False,2023-11-12 14:44:49,1
139,3520,38,True,2021-06-22 03:52:21,9
5356,4101,27,False,2022-04-16 22:59:41,7
438,3327,93,False,2021-12-04 20:15:51,6
475,929,48,False,2021-07-27 22:05:58,2
9324,8560,87,False,2022-07-04 12:10:20,1
1214,1809,37,False,2022-07-19 09:10:30,5
9706,1801,100,False,2022-03-23 19:34:48,7
2824,8546,66,False,2022-10-19 11:53:14,3
4541,9930,43,True,2023-03-11 02:46:45,4
3789,5694,10,False,2022-05-15 17:46:00,6
1009,1684,23,False,2024-06-11 12:47:38,8
9585,6136,88,False,2022-03-09 11:17:47,5
4943,5266,47,False,2021-07-09 06:23:31,3
340,3866,17,False,2022-12-10 10:55:59,1
2382,6029,95,True,2022-11-07 13:56:55,10
4641,9700,10,False,2023-06-03 09:30:32,9
8333,2955,1,False,2023-11-25 23:15:46,8
572,991,1,False,2023-11-26 09:46:10,9
3326,7768,68,True,2022-01-23 11:21:32,5
2966,9626,49,False,2024-06-09 20:58:42,8
3528,8091,97,False,2022-05-23 22:22:32,8
4286,4584,99,False,2024-02-28 20:42:07,7
9136,9361,56,False,2021-07-31 13:12:34,2
3699,1644,79,False,2022-06-07 20:26:15,4
7269,2947,7,True,2023-05-08 15:39:14,3
530,2206,4,True,2023-05-02 08:44:29,2
7775,6081,53,True,2022-07-29 01:39:08,3
9357,1416,65,False,2023-03-28 14:57:33,1
6579,2887,29,True,2023-03-20 01:51:57,5
8591,8575,33,True,2023-01-06 02:55:18,8
2997,8428,36,False,2022-08-07 07:34:03,7
6985,6737,63,True,2023-04-30 17:56:19,1
4554,4280,43,False,2021-11-23 06:51:29,1
7793,9312,57,False,2021-11-09 05:22:00,8
9536,1259,74,False,2021-12-15 16:46:58,5
1741,1661,36,False,2023-02-22 17:20:07,7
2159,7821,9,False,2021-07-08 13:24:30,6
6459,8,42,False,2024-06-12 07:01:39,10
2498,9829,74,False,2023-01-09 16:02:03,3
8716,9541,37,True,2024-04-30 10:07:52,9
6377,3350,64,False,2022-07-17 16:37:05,8
5943,8448,64,False,2023-03-11 09:14:45,2
8175,3869,89,True,2022-12-18 00:02:56,4
6537,1205,45,False,2024-01-29 03:13:06,3
6407,9187,14,True,2023-09-25 11:25:24,9
7582,8678,98,True,2024-03-02 03:28:52,6
4423,5726,70,False,2022-03-10 03:51:12,2
1210,7596,9,False,2023-11-23 13:26:27,9
1907,6834,18,False,2022-11-26 11:36:36,3
6339,6919,99,True,2021-12-25 07:32:43,8
6155,1717,37,False,2022-02-12 00:01:40,3
1396,5631,47,True,2022-05-09 16:59:53,10
7484,6450,52,True,2023-07-30 18:14:30,6
1517,6791,25,False,2023-09-06 03:59:31,4
9112,8451,68,False,2022-03-16 16:46:22,6
9830,2602,48,False,2022-12-23 09:56:41,3
3803,3368,6,False,2022-06-13 15:19:23,10
7871,7565,11,True,2023-12-11 04:31:59,10
7017,8249,69,False,2022-03-20 14:46:11,1
3032,8067,43,True,2022-01-20 13:30:08,10
5882,5144,89,True,2023-06-19 19:18:54,10
2058,9579,71,False,2023-04-07 10:24:46,2
8447,2650,95,True,2021-10-17 02:44:47,8
37,1782,84,False,2024-04-15 19:01:53,6
1983,9086,12,True,2021-07-10 01:01:30,9
6187,7738,13,False,2023-07-13 21:05:36,3
9945,2150,51,True,2024-03-02 00:38:00,10
1106,9666,85,True,2021-08-13 04:33:19,1
5861,7586,96,True,2022-04-10 10:46:09,2
3825,2188,50,False,2021-06-22 22:24:15,4
2020,7640,99,False,2021-07-16 09:03:17,8
2908,3551,25,False,2023-03-21 14:57:34,2
5644,4245,9,False,2023-04-14 03:56:02,9
4233,7397,57,True,2021-07-01 17:42:00,3
1912,8888,16,False,2023-10-12 04:30:23,2
5105,570,36,True,2021-06-23 01:23:09,2
2910,9050,27,False,2024-05-30 20:47:47,10
8593,9522,39,True,2022-08-15 03:18:48,10
8647,6297,70,True,2022-02-05 22:10:58,7
173,8375,33,True,2023-03-24 08:55:36,5
2892,7447,14,False,2023-09-20 23:07:46,5
4071,8630,65,False,2021-06-24 12:19:56,4
4216,4528,1,False,2022-07-07 08:55:58,3
8640,6942,47,True,2023-06-07 21:52:38,7
763,8399,7,True,2022-07-10 22:18:31,6
8683,741,56,True,2022-09-01 02:03:18,2
551,6071,37,True,2021-06-17 08:43:12,2
4928,3914,7,False,2022-01-12 03:31:26,7
6271,7781,97,False,2021-12-26 05:05:23,9
722,697,44,False,2022-06-30 00:15:43,9
4583,7660,7,True,2021-08-04 08:03:49,8
8301,9415,43,True,2021-10-07 11:52:36,2
6675,473,8,False,2024-01-29 17:59:25,3
7327,7128,75,True,2021-12-06 17:38:21,10
9287,637,86,True,2021-09-03 01:16:11,6
8509,6405,74,True,2024-05-24 01:40:51,6
3550,2178,86,True,2022-05-18 15:22:56,5
5744,9659,80,False,2022-09-14 07:49:26,1
5908,5562,21,True,2023-06-18 13:16:08,7
7019,5227,23,True,2023-11-08 11:54:49,5
8124,2020,66,True,2022-11-01 15:14:15,10
8976,7513,60,False,2024-01-13 06:40:59,10
8886,5,80,True,2023-03-21 16:44:43,6
8655,7357,38,False,2023-11-13 21:27:33,5
3796,5865,87,True,2022-01-19 08:40:37,9
3719,2911,26,True,2024-06-01 16:04:56,10
5795,9770,42,False,2022-07-17 10:35:18,1
112,9794,52,False,2024-05-03 14:37:05,3
3257,3056,64,True,2022-11-09 18:36:53,7
915,8889,31,False,2021-06-28 05:35:02,4
8575,8878,95,True,2022-11-19 10:13:53,9
2186,6613,35,False,2024-01-05 21:13:04,4
5938,2155,3,True,2024-02-05 12:41:20,1
7384,9822,48,True,2023-09-25 05:11:30,2
744,8466,69,True,2022-10-31 11:03:29,10
1673,6149,99,True,2023-12-23 00:25:03,9
5059,4395,55,True,2022-06-03 22:29:49,9
5263,3188,88,True,2022-09-17 09:43:07,9
7785,7229,96,False,2021-07-26 02:20:42,2
80,8126,37,False,2022-12-31 08:11:04,8
7758,3502,94,False,2022-01-09 23:37:53,5
4473,3292,21,False,2022-12-20 18:21:43,9
4205,5649,37,True,2022-08-28 04:57:59,1
4732,234,88,True,2023-01-04 10:13:53,8
2409,3595,75,False,2024-05-26 17:20:56,6
9908,783,36,True,2023-05-18 23:54:20,1
3626,4663,49,False,2023-01-11 10:18:37,1
9716,2206,70,True,2022-05-19 12:52:09,9
5771,6099,53,True,2023-09-23 04:21:12,2
1072,5323,91,True,2021-11-30 15:01:50,1
6145,9883,36,False,2023-06-24 14:20:57,5
6259,4474,97,False,2023-02-15 09:53:27,8
2821,367,31,True,2022-04-11 07:12:39,4
8958,6779,46,False,2024-03-08 12:36:48,10
2032,5941,85,True,2022-10-10 21:17:13,6
8736,1287,15,False,2023-04-14 01:03:01,3
1591,6392,97,True,2022-09-18 00:21:35,1
7455,8519,5,False,2023-01-09 08:54:37,10
9409,4173,57,False,2023-08-04 11:27:29,1
9746,3758,46,False,2023-03-06 14:48:03,6
6338,4107,83,False,2022-06-28 00:03:27,8
3389,6277,92,True,2023-01-15 02:37:41,5
3358,3394,12,False,2022-02-28 18:58:58,5
4634,9204,35,True,2024-03-06 05:15:06,6
4558,839,29,True,2022-08-02 18:51:52,1
6130,1285,82,False,2022-07-11 17:41:05,9
125,1181,34,False,2021-08-30 16:21:46,3
9899,1582,3,True,2024-02-20 20:23:19,2
6600,4764,81,False,2022-07-17 23:13:53,6
3970,3348,68,True,2023-12-27 02:50:01,3
8141,4576,67,False,2021-08-09 15:16:25,3
548,1861,70,False,2023-01-31 15:38:55,7
7676,1852,70,False,2024-01-28 06:10:37,5
6956,3428,52,True,2022-06-17 07:14:22,2
9992,2794,93,False,2023-07-14 19:28:35,6
9805,2754,48,False,2022-07-02 05:36:37,10
7257,2495,93,False,2021-06-29 05:33:59,3
5425,7081,79,True,2022-08-01 07:14:57,3
6363,8552,40,False,2022-11-26 20:19:29,7
7204,2814,19,False,2023-08-27 23:24:28,7
3830,6115,58,True,2023-02-05 01:03:17,6
3221,4698,37,True,2023-09-08 02:24:36,1
1810,656,36,True,2021-10-29 01:10:25,6
4220,3892,68,True,2022-10-08 12:30:21,2
1379,7462,13,False,2021-08-15 05:57:59,1
9395,8451,70,False,2021-12-18 09:28:36,7
780,1088,37,False,2021-12-17 23:44:31,1
6282,3541,1,True,2023-08-05 08:28:41,4
6479,1548,76,False,2023-10-15 10:24:23,10
532,357,58,True,2022-04-01 01:02:22,7
7108,4600,21,True,2024-01-10 02:14:21,2
2574,9993,32,False,2023-03-19 18:18:11,2
6098,9399,49,False,2022-12-27 22:20:56,2
3155,2089,7,True,2022-01-16 07:48:49,8
7521,3738,24,True,2023-07-06 03:55:39,9
6888,7198,45,False,2022-07-09 02:11:54,7
8432,1297,70,False,2022-05-23 05:33:56,1
6079,3307,73,False,2022-02-08 05:07:33,8
7738,5345,92,False,2023-10-20 05:25:34,2
9967,3677,58,True,2023-08-02 17:44:14,6
980,3784,22,True,2024-06-15 11:44:12,10
2,8917,10,False,2023-04-05 03:02:21,5
1381,1277,6,False,2021-12-01 08:33:02,7
3815,4696,53,False,2024-01-26 03:54:51,7
6903,9175,70,True,2022-12-16 11:03:33,9
5502,4727,67,False,2024-03-01 00:12:32,5
7135,7606,27,True,2021-10-21 01:28:07,2
7968,5292,55,True,2022-06-09 02:46:46,7
1763,3374,96,False,2022-06-30 17:22:03,10
8632,8889,92,True,2021-11-02 17:03:11,3
7411,2713,92,False,2023-03-25 01:30:06,8
6482,3288,22,False,2024-04-26 16:10:04,6
3269,4186,75,False,2022-04-12 16:42:42,3
9460,9067,2,False,2022-03-23 15:30:08,3
5931,4166,8,True,2023-07-05 02:52:01,4
8999,3525,60,True,2022-02-06 22:35:36,5
6864,6393,97,True,2021-07-13 13:34:42,7
8056,436,54,False,2023-05-28 02:10:44,10
8527,2377,63,True,2023-12-23 21:00:15,3
1683,6397,78,False,2022-05-27 01:39:19,9
9368,7778,84,False,2023-03-27 04:25:44,5
9520,3520,100,False,2022-03-30 19:17:19,6
5046,9085,10,True,2023-08-10 20:30:10,5
1038,1854,1,False,2023-07-12 10:01:34,1
8287,5716,21,True,2021-09-13 11:56:12,6
4342,5216,10,False,2022-10-30 13:46:17,5
1149,3196,3,False,2023-01-08 15:02:09,2
8853,9168,8,True,2022-04-12 19:45:11,7
1050,6826,34,True,2023-11-15 13:19:39,4
7701,7890,95,False,2022-11-03 20:14:59,2
816,7381,98,False,2022-07-07 13:52:11,7
6593,3951,2,True,2022-11-27 19:38:07,3
6134,6944,97,False,2021-09-18 01:21:45,8
1097,7507,11,True,2022-12-24 13:00:36,9
8915,3730,85,True,2024-03-21 10:45:44,5
359,4536,63,False,2022-01-13 19:40:42,7
1346,9275,91,True,2022-07-23 03:59:39,3
4906,2022,51,False,2024-03-08 20:33:14,9
5325,1989,39,True,2022-12-07 01:44:44,4
9082,5277,49,False,2021-12-18 02:41:15,1
9394,2364,76,False,2023-04-01 05:51:35,4
3487,3578,1,True,2023-11-06 05:47:33,6
