id_comanda,id_mesa,id_pagamento,id_funcionario,valor_total
2280,66,2394,655,29.48
5254,43,3423,392,179.97
2461,84,3126,640,98.0
2982,69,7421,82,187.96
4854,31,6912,121,70.37
1643,26,835,618,191.61
8051,67,9533,243,60.04
1343,22,294,660,153.07
6366,55,9171,276,198.31
3778,63,8688,772,113.04
4182,6,7837,81,160.06
5851,3,1314,725,183.82
9047,33,4975,886,24.52
1578,41,2247,59,73.16
1979,41,6502,289,39.82
6479,54,7149,421,71.14
194,6,3067,616,121.19
3909,8,6394,663,104.03
6469,84,1826,611,183.68
5601,55,670,324,70.77
4713,59,6658,410,194.6
192,8,5850,733,58.87
7863,36,1827,516,50.3
1983,32,2260,827,118.39
4479,12,2095,781,82.74
4494,95,9616,524,48.85
1460,79,4679,62,23.46
4869,65,8774,697,89.84
975,45,168,835,68.68
579,64,2393,753,43.76
9450,33,7666,401,70.17
9770,28,5941,62,87.28
8482,46,1779,963,116.79
3502,7,1535,841,197.98
6501,67,7765,375,122.51
2458,100,7798,748,84.9
6718,60,4121,48,190.32
79,51,9846,945,29.81
4204,26,2456,290,33.48
6803,22,6882,558,196.16
4104,39,2184,20,121.29
2979,63,4979,828,186.31
2236,39,6981,482,12.79
488,88,5147,591,143.46
2272,13,9688,123,79.63
7102,5,6304,655,177.67
9358,33,6845,151,150.9
7824,28,5044,815,69.5
8790,59,3581,174,171.76
3946,3,8942,853,127.2
3450,61,5751,25,143.95
9515,56,3550,198,74.28
3229,100,458,137,91.54
5280,47,9252,232,172.0
3472,23,492,305,120.51
9675,1,9930,641,45.61
8028,20,9270,113,165.52
2911,59,7294,97,108.27
1458,52,6586,463,170.17
735,64,7030,547,31.69
7904,61,1196,531,188.9
9752,62,9133,432,97.79
8727,7,6765,840,35.67
7160,51,6918,168,69.29
5567,77,9059,880,84.97
3228,26,6029,732,33.61
8534,52,5652,392,138.73
9022,90,2749,76,28.55
5010,15,1426,182,153.42
8435,96,9453,21,19.16
8006,28,9687,240,40.12
3889,83,4186,907,100.49
9274,95,1795,287,108.05
685,32,73,859,177.85
5467,25,8081,933,172.95
7086,38,5195,213,99.03
1276,93,2946,700,139.44
1799,89,6808,580,170.27
9445,96,2524,242,123.2
2470,32,6627,392,111.39
2760,95,9058,767,85.35
2111,46,3674,372,162.12
2130,82,5790,506,21.69
3689,48,1217,349,121.97
662,54,9946,725,82.04
7765,79,6432,226,140.24
6442,6,3368,871,32.48
8941,44,4445,416,118.08
7032,36,265,935,92.85
7871,44,4829,350,27.05
2210,52,8692,258,74.3
2025,17,5279,470,111.44
2621,71,6490,101,176.0
1351,40,9810,881,41.39
6518,52,3328,637,101.59
2368,30,5767,14,108.74
41,4,991,255,23.69
6236,39,7292,806,92.31
4133,41,1885,349,142.37
584,18,3651,320,81.54
6603,1,4519,916,103.48
3877,42,3833,754,140.63
5488,63,715,495,143.74
1240,17,8360,121,25.6
8974,76,1828,934,194.79
7129,90,4353,493,19.86
5528,37,8804,230,66.76
8800,26,3031,111,120.45
7600,20,2560,316,162.45
1004,23,2626,141,120.06
9300,29,5731,408,170.0
7931,44,6889,69,18.77
1501,34,5005,170,80.97
3360,97,8909,456,119.42
6061,100,4897,382,17.25
6035,34,1975,264,160.34
2391,38,8015,268,66.17
9756,79,9667,864,190.99
823,74,8020,154,92.34
7697,47,271,392,109.73
8471,92,2007,647,141.52
5056,36,7761,828,132.98
3640,48,6703,430,152.13
1473,72,1850,690,133.54
3181,87,8937,317,11.82
6581,86,3393,223,127.72
3309,85,7077,133,132.98
1838,54,5142,753,53.79
5404,71,6009,220,115.17
5665,40,9579,134,98.81
8997,70,6024,247,74.79
3486,2,2482,584,137.84
1083,30,488,416,93.44
4008,7,1950,934,29.74
7405,92,8461,479,124.39
8691,28,538,299,172.21
1999,97,5448,910,60.36
8811,23,5568,884,27.57
2004,86,563,57,173.44
6725,56,4636,288,52.55
5328,76,3446,64,49.27
9060,23,7557,160,41.24
1500,14,9452,916,23.18
1174,3,6873,271,60.11
8868,90,4354,633,32.4
9757,16,4544,708,100.71
2620,91,3687,468,199.91
4526,99,1713,553,183.21
3819,48,9372,167,167.47
8037,30,9354,727,153.22
5977,5,983,941,79.61
5705,65,9038,796,14.28
323,14,3405,40,145.91
1164,35,220,467,17.76
3152,56,6859,7,164.63
5190,78,8569,255,197.14
8614,20,7475,179,194.76
5519,51,4805,279,138.23
1118,25,9375,618,129.18
6265,79,4172,180,44.09
7675,9,4034,742,190.65
8792,61,8718,555,136.68
9308,73,2083,472,190.35
228,57,5055,474,43.02
3153,24,9950,39,115.42
1297,75,1429,68,41.58
5354,40,1421,613,93.56
8363,54,5094,506,120.38
5450,25,5141,236,91.68
9214,10,7934,396,74.47
2481,28,7101,354,22.59
254,73,5801,66,57.06
7950,39,1546,779,45.43
8065,5,3484,759,75.69
131,13,1303,16,101.29
8029,30,8858,73,146.19
3373,42,8998,126,178.43
3201,40,2934,995,58.07
7276,40,516,51,125.56
8855,8,2977,350,87.36
4598,61,2885,760,75.73
905,5,8298,603,192.9
7984,76,2721,743,25.8
804,94,3287,433,128.74
7130,56,6894,909,110.6
3278,71,2111,837,99.56
6650,37,5368,574,104.19
6037,47,6885,858,101.7
3545,39,7422,201,25.13
9407,66,793,744,171.77
97,7,2732,655,24.01
2880,3,1285,680,145.36
381,39,6583,294,193.41
1347,34,3006,892,157.99
4786,80,9065,791,58.5
6761,17,2364,860,96.54
5927,64,7790,273,181.9
2647,37,9886,414,181.57
8604,75,9604,529,36.1
6436,31,6236,779,28.37
522,7,850,756,165.86
7649,22,1405,290,74.78
7444,42,9149,380,149.28
4543,23,7357,213,112.4
5569,29,8063,531,84.89
7857,19,251,427,193.2
9097,43,7686,895,106.57
8938,47,8025,45,142.91
2362,37,7359,739,107.94
4661,84,9558,187,35.27
5853,11,5379,908,71.11
5133,11,1408,16,97.71
7247,65,5433,836,134.16
3401,82,2538,924,113.17
2975,72,612,16,84.44
1647,74,58,911,179.71
5550,50,5899,332,39.05
7437,78,1080,764,115.07
9334,65,4992,379,137.08
9730,96,4427,745,116.48
9319,77,4942,466,144.34
2448,53,7418,628,49.24
7079,59,1162,677,83.22
9867,14,4135,874,166.57
2355,79,6864,550,120.94
8606,36,4200,175,146.19
7894,65,2446,321,166.21
670,34,4759,568,110.58
5666,35,473,96,142.96
8343,48,5072,830,73.34
1274,47,7521,475,106.38
627,10,1460,978,112.39
8706,42,6539,744,96.31
5232,43,2645,516,152.76
6303,78,5874,369,149.46
9242,39,4740,946,127.55
5540,10,2407,505,159.23
6870,92,5493,847,147.89
3215,8,7815,275,76.44
6504,70,328,154,66.38
6333,5,7789,490,34.28
1429,36,9417,74,56.23
2283,29,1784,528,117.86
3033,100,4489,591,139.49
9138,83,1401,133,124.44
660,96,549,656,99.65
2754,83,7005,947,136.33
6678,86,1592,18,129.79
3627,89,1106,356,14.87
825,49,1906,111,172.89
6933,36,2807,272,21.31
8024,3,4377,245,82.13
9744,8,5323,651,137.53
7823,81,2573,807,15.71
2399,86,956,505,68.23
5942,23,606,943,141.96
2954,36,3183,578,106.57
6218,78,9356,142,12.76
5907,86,8417,769,46.5
952,19,4026,906,140.36
3851,43,3011,444,88.09
645,39,2229,429,144.61
8767,10,7063,743,60.85
6757,58,525,86,156.13
7382,18,1664,201,150.96
6668,55,6337,736,100.43
1120,34,7937,828,185.4
8870,76,3643,384,21.74
1648,83,1206,637,26.32
8441,74,8497,399,123.93
1392,88,6119,275,87.51
3771,81,6875,937,66.84
3241,67,6904,112,103.42
4484,53,1120,485,137.8
6258,26,5585,822,161.67
5581,62,9359,158,69.72
1677,17,2091,664,102.24
5938,14,7426,551,95.11
9120,4,6807,319,29.23
4436,59,7285,121,188.86
32,93,666,569,189.84
8837,38,1230,133,73.66
9533,26,4601,557,60.37
3711,11,8884,187,10.58
8067,74,1753,661,63.98
5198,40,157,814,128.95
4748,14,5077,644,63.74
4226,15,9443,419,21.43
7516,6,3599,319,187.41
5061,94,8837,768,76.95
9190,50,5871,907,162.12
9719,10,3799,827,13.75
7460,73,3073,312,18.03
5057,52,7726,785,11.37
3806,12,100,100,97.01
9572,29,325,450,85.39
5214,24,3148,908,39.26
1831,79,2904,138,184.2
7036,86,5428,313,192.49
7657,52,879,25,60.52
4221,77,406,576,28.23
598,14,2872,495,90.83
3217,8,4096,423,140.45
8446,59,8166,209,88.38
5788,64,4464,273,33.67
1404,89,9494,37,27.09
9015,36,3864,922,71.9
6416,35,382,117,75.74
4120,13,8267,703,194.81
9991,36,5650,235,163.11
3269,26,4041,292,185.6
6327,51,8808,31,20.28
5595,75,6127,921,159.57
2896,96,3638,325,145.64
6320,34,3199,145,20.96
2546,12,498,32,62.08
2944,2,7394,780,60.59
6154,82,2708,666,190.11
2173,64,9423,877,120.14
263,67,1337,70,160.78
3765,52,9166,711,149.33
3134,99,7112,608,176.35
5882,30,9200,125,172.44
3168,52,4683,377,88.57
3854,87,9043,299,24.25
7451,9,740,745,132.89
6426,80,5981,319,21.12
240,30,4287,807,74.52
5584,32,8455,624,71.06
542,66,2753,978,64.2
9192,42,9016,611,13.39
1126,21,3350,572,148.36
4654,4,4888,729,27.38
1447,39,2198,336,131.47
810,54,6207,2,188.16
816,86,3618,759,164.97
9186,19,2148,23,102.92
8958,29,3652,964,130.95
2891,69,5715,402,178.08
3290,99,9235,892,64.64
7682,41,7703,629,96.47
3699,20,7617,620,141.98
3022,13,6197,250,159.14
6499,29,9574,325,107.19
7034,34,5806,905,186.22
8083,5,1099,535,43.03
3712,53,6366,141,41.05
3056,10,2933,222,82.56
5909,63,4735,182,82.27
672,95,1523,151,25.81
574,7,6068,590,25.83
324,33,3020,81,131.3
8903,68,6075,347,176.75
7373,12,8499,136,148.34
5349,27,8182,532,176.37
4525,64,9744,756,149.75
1805,46,8215,775,111.77
9296,7,5157,814,90.58
1956,74,1510,808,178.8
8530,10,9827,716,31.98
7289,78,9060,761,16.99
1537,72,5381,70,90.16
8506,100,1390,678,147.78
6921,92,1530,583,194.68
3060,81,7060,234,39.65
2593,23,4025,156,109.48
5910,69,1942,159,42.77
8575,14,1745,371,150.21
7614,88,6950,676,11.8
4961,50,9723,369,23.97
5263,37,9821,947,173.51
8354,96,2248,71,109.62
3775,21,7558,359,168.27
1089,54,8167,292,125.74
2898,10,6105,136,16.22
4076,29,66,700,190.45
7174,42,4608,985,103.83
6513,72,594,607,120.53
5842,69,1173,84,19.67
3132,65,3138,420,46.37
937,90,471,717,151.75
8372,37,9964,552,22.52
6544,22,602,670,55.28
3236,20,2270,392,91.57
9977,3,3411,506,78.5
1528,34,6644,414,143.27
3680,51,6690,700,53.16
4091,89,394,440,38.27
4920,50,2163,201,178.04
3535,74,7529,647,29.58
2562,31,2206,77,183.36
8656,61,4715,360,51.76
1427,73,5619,85,72.77
11,65,3872,586,64.32
8538,78,9102,824,46.83
5012,27,8301,646,159.48
7171,39,6976,763,179.68
4797,93,4342,622,31.73
6167,95,1268,802,192.06
8643,8,5613,730,114.11
6886,16,3413,459,164.96
519,42,3343,794,120.43
1601,35,7267,285,156.85
1638,34,8557,325,50.29
5979,99,6943,674,152.09
9619,40,4661,886,167.08
1871,84,622,414,192.06
1087,33,6258,264,97.11
6443,46,1772,375,196.08
4406,34,5293,193,150.44
8524,14,1526,226,85.22
5302,25,1415,970,102.9
2058,35,6711,154,137.75
104,9,3624,451,82.46
2551,1,7999,983,190.29
3166,43,1801,935,35.7
7717,43,4919,590,79.96
809,87,5854,240,153.7
2479,85,3184,149,137.41
9711,70,4106,952,83.81
7688,46,7731,763,45.2
5903,61,7168,763,136.37
7875,71,7364,472,25.15
8351,12,2788,672,168.13
4105,61,6564,960,165.78
191,20,922,518,92.71
4547,5,9203,68,39.96
6552,10,4340,230,111.47
3452,29,7526,722,55.19
5022,13,1923,571,112.16
908,77,9103,302,113.35
5509,61,508,210,172.58
1377,85,6572,115,196.43
3567,31,8565,309,182.17
1234,55,5827,33,161.74
6127,44,5532,138,133.0
4574,68,7784,606,189.51
8123,28,3098,457,165.22
2660,87,6094,466,25.47
2798,12,6672,668,98.16
6034,68,1203,742,133.01
8539,83,8586,673,34.71
3807,79,2109,752,133.37
5562,16,7542,820,76.61
3918,56,9793,709,17.2
8814,27,3259,433,104.17
3445,60,3668,232,138.07
2023,1,1278,580,100.5
1157,89,9481,331,116.5
6981,58,1258,810,135.57
6849,21,4555,624,107.14
5963,14,4198,929,133.36
6420,36,5468,201,85.42
6636,38,5964,550,183.97
116,54,7745,185,170.19
8444,64,8864,6,31.64
5724,53,6636,890,41.32
784,72,9446,339,113.53
7680,70,999,411,121.25
7514,59,7002,968,102.56
7232,19,8321,191,153.96
1519,10,5140,464,20.5
7985,43,4210,897,130.88
1320,36,6759,466,179.69
6906,31,9607,859,160.74
437,52,5738,421,159.3
915,61,3179,602,106.68
8707,51,7631,13,199.19
1047,77,4967,44,20.38
8160,55,3364,746,197.19
8362,77,5526,357,53.66
2209,5,5728,564,113.47
585,88,8880,389,20.69
9729,66,1503,170,75.38
7499,35,2843,479,108.39
9292,57,9169,696,97.13
9591,62,6577,75,188.13
8638,11,5255,166,139.93
5400,55,1443,743,67.09
7140,12,4743,737,150.81
4069,87,5945,216,162.13
9318,34,6438,240,87.96
2393,19,2275,637,118.43
6311,88,5231,520,187.16
5388,80,8062,497,65.24
7772,88,5894,859,187.7
8210,40,393,386,118.12
4353,43,5920,464,191.94
2926,81,9873,185,63.82
4035,73,2803,391,49.29
3725,83,4526,355,143.11
8972,27,5351,806,68.46
7564,59,798,195,36.28
3895,50,7582,86,108.7
8101,22,2590,687,42.77
4643,56,8889,751,93.5
9337,70,9,676,76.27
9354,24,968,831,128.42
8910,48,5570,378,13.67
2634,20,5587,93,27.38
4407,42,6103,480,181.58
3848,20,3867,736,199.57
9281,43,132,147,23.27
7001,79,2978,377,108.15
1359,64,3169,241,29.94
2304,40,2057,754,11.92
9643,85,1032,874,13.89
6138,68,6231,509,165.91
1336,77,7129,301,129.91
523,39,9998,720,34.5
4310,77,8800,414,41.13
5774,72,5045,686,27.69
803,52,3529,253,154.22
3424,89,1008,573,114.1
1666,14,4714,409,123.31
1748,35,3390,579,73.1
1544,78,3613,779,107.43
4130,70,7909,3,104.52
1335,55,2196,798,158.89
1093,55,2738,49,59.85
4276,61,2665,949,195.8
4612,95,1630,353,149.74
1380,93,6697,144,144.53
1371,37,2939,842,79.22
5307,77,1891,810,53.53
2471,11,881,122,194.72
994,89,6634,602,178.26
7412,66,3233,414,184.84
471,79,6729,952,185.33
1668,32,7338,598,68.73
1571,30,4448,353,72.42
9738,52,8789,667,164.94
8580,82,7135,936,147.06
3875,100,5479,498,137.36
1832,42,9132,778,148.64
1776,93,7478,904,18.2
1600,77,1746,641,28.44
883,6,6149,817,35.26
3598,95,633,233,26.95
8856,32,1321,333,117.04
4380,5,6000,427,47.12
4631,100,7486,313,136.35
5770,15,6336,436,113.83
2953,55,7744,443,128.18
5461,92,5471,378,94.48
4766,17,4557,745,141.35
9400,85,2737,210,95.06
8565,2,702,126,11.12
6787,8,6545,252,59.45
5516,2,1432,529,33.9
9702,43,2553,631,31.79
3599,3,2809,814,35.49
3281,75,4633,962,19.29
826,93,2493,741,110.02
2526,44,5402,995,10.44
8890,70,3725,719,125.07
3798,43,8899,653,28.93
249,52,317,704,167.9
3001,28,5674,487,76.74
6910,29,6492,821,70.97
4892,69,5796,795,59.83
317,45,8333,928,155.26
4524,53,154,996,56.12
5308,38,5495,470,129.88
4812,68,3074,81,158.32
7002,4,5061,948,28.54
8137,55,9859,891,192.09
7029,14,5916,898,122.52
150,17,9983,742,10.53
8861,7,9214,972,158.02
9775,12,2401,368,81.87
2955,22,8374,312,89.26
4877,8,2596,966,151.91
3351,57,5504,996,35.71
9941,59,3573,604,53.48
31,61,2815,409,100.18
8510,51,6449,152,114.63
4297,11,40,417,43.04
393,100,4373,249,55.13
5996,9,2150,781,14.95
1162,80,2100,332,182.15
1950,97,4055,303,162.57
2257,39,4536,168,90.73
4261,64,2539,326,49.07
3130,56,7685,598,40.96
6288,82,3056,186,146.9
840,100,903,513,19.87
1588,68,5165,884,20.65
543,93,467,598,169.12
7011,15,6398,542,167.14
5993,86,9996,774,104.26
1438,26,7867,505,75.81
9416,99,3235,85,177.98
755,49,7407,422,137.17
2736,87,747,887,146.23
6047,92,9554,663,156.03
1623,37,4751,723,66.56
8064,12,3402,110,165.56
9002,17,378,649,82.08
7719,31,5377,49,147.9
4483,52,4107,658,17.42
8979,38,4015,52,21.47
5611,38,6080,139,103.49
9713,18,4400,633,95.13
5218,92,1683,334,108.89
3820,13,8186,955,109.41
8849,14,2358,246,151.94
4300,83,7287,866,123.36
6455,15,381,467,63.94
7541,31,3016,964,142.51
1963,31,7245,463,29.07
1198,51,7100,835,34.37
5743,52,9981,544,11.96
8223,100,6532,10,33.4
4611,4,716,33,156.14
340,100,9201,176,96.5
6846,92,4782,617,16.27
8244,48,2244,120,160.45
9680,26,3761,626,70.38
2840,66,4881,772,23.34
2910,97,6070,796,19.22
6935,50,5090,721,175.84
8880,63,7025,659,199.53
235,100,3421,451,170.54
8852,57,2165,975,108.19
3594,47,4127,377,39.17
5607,84,2960,200,48.35
159,24,8721,865,17.22
9440,64,2685,662,73.96
9413,4,9118,281,36.58
6132,8,3023,678,30.59
6098,95,7781,535,144.04
4165,48,9186,120,22.75
1042,78,8336,992,153.25
1091,61,901,955,84.98
2568,6,3310,720,157.03
4810,59,2883,112,131.81
3645,55,2487,758,31.7
2885,52,7619,835,194.77
5966,43,1614,555,75.66
8587,5,4227,889,184.83
754,64,6648,960,40.9
2753,2,3432,309,11.21
4879,1,1972,427,95.6
7867,98,1121,883,140.64
4362,4,898,753,94.57
6825,44,9926,308,72.6
623,96,7264,389,189.49
9684,90,204,574,150.52
2809,23,49,649,98.08
4156,86,3379,215,164.35
4944,88,5452,378,73.12
2737,40,6380,952,74.28
8943,30,71,772,144.38
8238,18,7052,688,165.82
567,7,7975,507,66.31
5949,33,9138,714,94.13
2828,75,5946,286,188.29
7185,70,3069,98,115.06
4426,44,2115,39,63.2
7057,89,6352,597,120.84
8980,63,7593,349,14.79
372,41,2343,314,146.01
3213,30,1213,171,112.17
9856,68,3448,908,139.85
2202,34,8079,692,186.45
1706,90,7253,47,29.66
6977,69,3692,386,122.75
3437,72,7438,492,161.77
683,2,7894,198,143.3
9555,31,9520,380,49.08
9322,41,9557,302,69.7
4094,76,9685,491,73.12
3774,59,8103,573,22.8
3265,91,7853,706,173.65
8262,53,8859,780,35.33
4567,5,3146,230,97.36
6716,28,4937,230,188.69
5037,26,8230,856,132.14
7703,58,5192,960,55.28
791,99,5896,489,21.86
4391,61,1071,395,25.52
5536,26,2346,265,14.59
6174,32,7078,915,88.65
5862,10,4755,176,187.55
279,93,5612,671,86.26
4782,27,3736,43,62.13
1855,26,9883,246,79.82
209,20,5971,545,113.47
5462,93,7594,112,104.55
8549,7,171,195,152.62
3280,38,3675,954,75.8
6835,25,9620,28,144.48
4358,92,5463,645,152.86
6713,13,7045,290,193.5
455,17,9048,367,170.88
8517,66,2059,816,86.82
6425,77,3433,19,196.35
5415,45,4050,169,25.01
8896,64,1026,460,128.86
7539,71,9062,769,101.61
6952,5,8541,980,160.72
2626,5,4988,282,86.43
1978,66,6653,803,118.13
374,49,1812,181,26.02
818,53,7281,955,19.67
527,13,455,651,152.51
1334,35,7683,345,16.65
9053,77,5490,268,132.01
2198,81,2615,217,120.12
4404,49,7410,530,36.08
2608,2,9674,191,34.45
5285,1,1428,130,138.82
6475,91,9929,931,147.51
9081,65,234,81,197.28
842,56,1218,407,60.65
9697,56,8564,947,139.36
3380,97,3406,151,128.41
9202,28,7903,758,86.03
3331,76,9223,960,120.51
2866,87,4675,745,49.55
3544,99,1591,729,109.87
9269,82,9967,978,150.63
9841,88,8832,806,196.23
2832,75,5056,502,177.19
4497,93,3730,628,122.64
3210,87,6726,70,180.24
4951,83,5528,433,46.94
5479,47,4282,193,148.26
2478,15,6052,215,166.11
3968,70,10,995,52.42
480,17,91,681,185.25
1717,10,7181,731,92.48
4704,85,9226,140,149.83
9313,16,8625,911,109.9
6012,91,206,722,68.17
6540,16,8628,19,46.07
1482,78,1044,59,85.9
8675,16,2340,129,18.19
6658,15,9829,675,87.1
6086,51,8146,678,37.76
2902,85,1101,257,102.82
1567,25,9585,292,91.59
6136,15,8980,709,64.18
2124,58,7106,760,190.61
6477,37,1037,383,136.49
1176,4,5049,986,198.19
6832,12,8240,925,134.31
7568,22,2806,937,131.55
6702,27,37,707,96.67
4030,75,1149,224,41.98
7445,36,1687,181,119.95
9382,37,6350,551,26.77
8499,94,9179,684,17.22
2310,56,3521,601,32.85
2333,99,1573,594,31.07
7340,21,1277,642,193.11
8525,90,2522,374,21.6
5943,85,9463,104,150.33
9490,18,261,799,78.16
6760,29,5712,804,25.72
2564,99,6504,207,15.42
8939,47,3566,971,13.86
9035,10,9991,370,10.46
7021,55,9653,934,25.83
4458,16,2409,115,16.71
8265,15,9460,141,31.29
9951,38,172,538,124.42
1251,23,9600,473,136.78
3850,60,5241,505,56.86
6075,12,4826,903,34.98
4916,88,1742,933,129.54
353,45,9278,216,13.92
7320,86,6120,512,36.38
2115,69,7089,941,63.68
9200,83,1086,713,133.32
3618,59,1371,904,74.88
6071,7,8717,771,63.58
5342,93,5150,443,96.6
3997,52,5306,865,80.08
2097,19,5523,654,79.81
8199,28,5565,751,20.91
5599,1,7589,338,53.42
5901,97,281,354,71.14
7785,59,4667,215,77.94
9968,23,4472,479,179.47
780,75,7677,507,89.42
7378,100,3878,136,183.02
6460,82,296,913,96.48
7183,32,283,13,164.87
9104,44,4179,565,137.95
7170,99,3430,104,128.53
2751,62,7441,32,93.65
4670,67,61,994,87.66
4350,32,1176,226,99.93
6292,99,3923,369,164.18
9355,25,6308,949,196.16
1770,47,5659,710,111.3
52,86,6361,630,72.5
930,24,717,564,48.41
8930,98,3874,835,138.22
7830,92,7690,839,110.58
1556,86,9504,5,14.83
8410,87,6054,512,139.84
1888,26,2455,144,14.08
9827,8,697,994,177.62
7803,49,1977,739,183.13
2320,5,2601,924,139.46
3726,21,20,999,53.9
638,71,9468,185,71.99
1804,93,5882,474,179.55
6612,12,4043,985,22.0
8507,70,4848,313,110.14
2524,24,2811,509,78.73
8234,58,8494,539,77.1
2291,44,3036,655,179.21
9003,73,3456,674,122.94
1332,32,1376,158,182.94
243,19,7916,60,40.98
6391,25,6354,512,16.09
3724,85,5998,351,117.42
195,69,1392,663,57.36
4053,13,8672,122,94.01
8514,54,9671,877,13.61
2986,80,4090,100,50.48
7235,53,3085,32,79.98
3852,20,9073,957,55.53
891,23,3249,362,39.91
858,27,9085,304,61.57
7847,49,7963,986,92.96
1508,85,127,42,37.87
5235,92,9933,491,66.07
6618,63,7470,660,105.92
9924,84,596,552,31.59
979,94,1651,971,92.31
5224,63,9230,269,49.68
1384,24,807,642,22.03
1146,5,9012,549,164.22
7535,64,2580,950,83.02
5723,35,1581,374,28.6
1527,13,3905,185,12.57
6126,76,363,791,41.5
7215,62,4927,506,36.78
2991,14,638,924,50.06
6032,78,7229,850,191.42
5019,30,8885,908,132.88
3572,33,7806,974,197.74
2493,84,2854,945,41.18
4649,93,7356,791,105.43
35,6,5291,266,117.2
305,45,8903,400,192.93
1992,21,8602,553,122.33
4041,25,6590,650,98.06
4210,61,1204,155,108.43
531,99,3032,346,81.79
1631,11,1413,562,173.02
2405,72,933,961,109.89
5951,71,3839,830,77.65
7740,88,573,490,114.94
218,80,42,271,119.48
2752,67,6847,536,92.71
3980,15,3236,289,66.26
5906,80,9973,460,188.24
5984,52,5804,35,19.49
5897,8,5822,30,110.96
1868,22,7523,843,36.93
6644,48,8070,101,173.83
1156,93,6123,714,120.51
3721,19,3536,68,73.5
3186,37,3953,907,98.19
6252,3,9747,701,148.26
5656,56,9984,227,184.31
4299,10,2816,99,142.67
4351,81,4193,165,52.43
4665,46,3037,447,199.67
8925,81,632,729,31.7
3737,52,9165,505,118.46
4052,3,2712,657,32.87
1669,79,8758,727,174.25
9080,26,8446,181,69.73
5819,29,8744,436,66.52
591,21,3591,92,32.45
879,7,143,356,164.9
684,25,3753,227,145.42
8105,48,3395,628,166.52
2327,87,9046,721,92.5
7089,88,8233,106,148.98
1450,41,2460,926,72.83
7343,80,507,110,169.54
3526,20,5012,30,130.82
560,19,4794,765,136.25
7972,65,7424,887,105.44
3996,95,727,6,67.87
8610,46,9435,687,128.05
1090,84,7642,905,143.67
1197,77,9611,887,129.03
8720,81,2633,611,18.36
1632,17,9050,362,97.99
609,99,3813,739,64.58
6279,3,3276,733,168.66
5525,75,4562,261,111.09
6222,48,2108,519,84.97
8438,10,7354,796,60.3
251,50,1521,813,29.66
9444,16,9865,674,55.6
8603,59,2026,561,16.07
8731,23,7145,536,151.43
5484,3,6962,384,32.01
4442,20,3798,113,91.89
9897,33,3936,960,192.64
1044,6,7831,925,190.44
7540,76,8287,822,136.13
170,31,5013,897,131.14
6657,67,3942,25,117.76
8971,17,7907,853,96.52
3586,28,8252,181,140.53
7664,41,3705,554,48.35
1289,31,1976,789,166.37
4914,26,6399,666,29.02
8336,52,209,410,89.35
9769,77,3358,497,73.09
7315,78,2993,642,30.88
6506,94,7482,159,74.23
4990,68,3118,478,111.96
3029,67,3336,276,67.07
1313,73,4568,543,140.67
6014,36,5409,504,145.39
6673,42,1808,606,182.97
9473,18,9119,163,129.56
3746,3,78,552,193.67
9689,89,1088,438,167.73
8956,17,7651,625,199.09
2431,13,9997,116,110.81
82,17,9083,158,141.31
161,27,8527,133,127.13
3274,77,5111,245,34.71
7404,18,4473,163,43.73
4823,43,3752,680,87.54
2756,40,6146,317,140.97
7825,97,566,32,35.44
1954,97,2269,734,16.74
7673,2,5985,978,77.24
7668,77,3646,215,146.65
5699,51,4167,474,180.14
9290,58,9106,464,124.36
8190,30,8969,794,146.11
5196,44,6289,75,103.16
4909,58,4969,986,114.0
6023,51,6324,858,171.18
1962,99,7443,303,128.9
1272,32,4866,984,36.05
5570,25,5112,507,186.18
3052,44,2223,99,153.64
5605,30,7342,413,122.3
2502,88,5540,94,99.45
1092,36,753,295,198.35
1269,26,4983,763,144.0
2518,4,7712,74,17.76
3624,70,1901,970,132.88
1534,95,2673,277,134.78
6732,41,7134,447,121.21
4560,60,1926,506,117.54
1449,54,9465,129,67.13
8833,96,1280,674,137.89
239,25,9360,438,55.8
197,4,8927,94,85.02
1749,55,6747,572,112.94
9584,58,4880,560,174.77
2388,52,8152,772,87.3
4538,57,7998,133,174.37
9357,46,5901,861,61.25
49,18,5684,854,36.19
130,67,8157,787,176.33
9728,18,2221,259,188.57
421,65,5011,832,86.41
9630,85,210,869,95.87
6146,51,2845,338,141.59
3830,9,2234,42,160.23
3438,22,2203,797,131.76
9536,28,8309,394,174.94
1661,34,5736,146,118.0
5187,72,7822,624,84.68
2685,72,469,982,150.81
4159,80,5345,237,60.41
358,77,1380,511,112.9
4709,50,2930,295,45.35
99,26,7563,21,123.28
1841,18,3306,801,21.29
6165,9,4187,988,16.81
8415,50,681,575,54.64
9157,1,6708,943,140.94
3779,15,7335,834,189.37
7091,21,1163,725,64.77
4650,65,8160,483,152.88
2757,18,6409,131,148.12
1689,70,5295,979,195.56
6607,41,113,9,156.09
3931,67,5167,587,156.75
4392,32,1671,42,191.01
4398,57,1326,485,194.94
7506,88,8407,193,104.09
2457,38,3417,311,137.09
101,77,7862,706,108.9
4082,66,8107,960,144.82
8225,43,9783,496,158.99
6461,56,4808,682,14.24
1511,41,689,797,21.51
5606,61,4214,605,109.72
6572,3,7296,171,101.32
2206,100,3365,54,48.7
1911,11,1128,740,131.91
833,4,8191,647,104.18
5021,2,9656,465,90.23
